A0109386, GREENHILL SCHOOL, Private, (972) 628-5400, PK, 12, 75001
482172002186, BOWIE EL, Public, (903) 457-2676, KG, 5, 75403
482172002187, CARVER EL, Public, (903) 457-0777, KG, 5, 75403
482172002188, CROCKETT EL, Public, (903) 457-2684, KG, 5, 75403
482172011949, GLEN OAKS, Public, (903) 454-8882, KG, 12, 75403
482172007361, GREENVILLE ALTERNATIVE EDUCATIONAL PROGRAM, Public, (903) 457-2619, 8, 12, 75403
482172002189, GREENVILLE H S, Public, (903) 457-2550, 9, 12, 75403
482172006421, GREENVILLE MIDDLE, Public, (903) 457-2620, 7, 9, 75403
482172007973, HUNT COUNTY JUVENILE DETENTION CTR, Public, (903) 454-8882, 6, 12, 75403
482172007974, L P WATERS EARLY CHILDHOOD CENTER, Public, (903) 457-2680, PK,PK,75403
482172002192, LAMAR EL, Public, (903) 457-0765, PK, 5, 75403
482172006859, NEW HORIZONS LEARNING CENTER, Public, (903) 457-2688, PK, 12, 75403
482172002193, TRAVIS EL, Public, (903) 457-2696, KG, 5, 75403
483585004060, CLARK JR HIGH, Public, (469) 952-5400, 7, 8, 75407
483585008494, COLLIN CO J J A E P, Public, (469) 952-5400, 5,5,75407
483585010512, GODWIN EL, Public, (469) 952-5400, KG, 5, 75407
483585012208, HARPER EL, Public, (469) 952-5400, KG, 5, 75407
483585008153, HUDDLESTON INTERMEDIATE, Public, (469) 952-5400, 6,6,75407
483585004058, LACY ELEMENTARY, Public, (469) 952-5400, PK, 5, 75407
483585004059, PRINCETON H S, Public, (469) 952-5400, 9, 12, 75407
483585009641, PRINCETON SPECIAL PROGRAMS CENTER, Public, (469) 952-5400, KG, 12, 75407
483585010513, PRINCETON/FARMERSVILLE DAEP, Public, (469) 952-5400, 1, 12, 75407
480834010491, ANNA DAEP, Public, (972) 924-1000, N ,N ,75409
480834000207, ANNA H S, Public, (972) 924-1100, 9, 12, 75409
480834006502, ANNA MIDDLE, Public, (972) 924-1200, 6, 8, 75409
480834000206, JOE K BRYANT EL, Public, (972) 924-1300, PK, 5, 75409
480834011456, SUE EVELYN RATTAN EL, Public, (972) 924-1400, PK, 5, 75409
480765000052, ALBA-GOLDEN EL, Public, (903) 768-2472, PK, 5, 75410
480765000053, ALBA-GOLDEN H S, Public, (903) 768-2472, 6, 12, 75410
480765007158, ALTER SCHOOL, Public, (903) 768-2472, 8,8,75410
480978000447, BELLS EL, Public, (903) 965-7725, PK, 5, 75414
480978000448, BELLS H S, Public, (903) 965-7315, 9, 12, 75414
480978006363, PRITCHARD J H, Public, (903) 965-4835, 6, 8, 75414
483574004045, BLOSSOM EL, Public, (903) 982-5230, PK, 5, 75416
484212009012, RIVERCREST EL, Public, (903) 632-5214, PK, 5, 75417
484212004797, RIVERCREST H S, Public, (903) 632-5204, 9, 12, 75417
484212004798, RIVERCREST J H, Public, (903) 632-0878, 6, 8, 75417
481080000545, BONHAM H S, Public, (903) 583-5567, 9, 12, 75418
481080000546, EVANS EL, Public, (903) 583-2914, 4, 6, 75418
481080000548, FANNIN COUNTY HEAD START, Public, (903) 583-8141, PK,PK,75418
481080007599, FINLEY-OATES EL, Public, (903) 640-4090, KG, 3, 75418
481080000547, RATHER J H, Public, (903) 583-7474, 7, 8, 75418
481080009236, SPECIAL ASSIGN CTR, Public, (903) 640-9146, 5, 12, 75418
481266000763, CAMPBELL EL, Public, (903) 862-3253, PK, 6, 75422
481266000764, CAMPBELL H S, Public, (903) 862-3253, 7, 12, 75422
481326000827, CELESTE EL, Public, (903) 568-4530, PK, 5, 75423
481326000828, CELESTE H S, Public, (903) 568-4721, 9, 12, 75423
481326006522, CELESTE J H, Public, (903) 568-4612, 6, 8, 75423
481059000530, BLUE RIDGE EL, Public, (972) 752-5857, PK, 4, 75424
481059000531, BLUE RIDGE H S, Public, (972) 752-5707, 9, 12, 75424
481059011181, BLUE RIDGE INTERMEDIATE CAMPUS, Public, (972) 752-4243, 5, 6, 75424
481059000435, BLUE RIDGE MIDDLE, Public, (972) 752-4243, 7, 8, 75424
481059010522, JOHN R ROACH, Public, (972) 752-5707, 9,9,75424
481419000898, CHEATHAM MIDDLE, Public, (903) 427-3891, 6, 8, 75426
481419000895, CLARKSVILLE EL, Public, (903) 427-3891, PK, 5, 75426
481419000896, CLARKSVILLE H S, Public, (903) 427-3891, 9, 12, 75426
481482005676, ALBERT C WILLIAMS EL, Public, (903) 886-3758, 3, 5, 75428
481482000983, COMMERCE EL, Public, (903) 886-3757, PK, 2, 75428
481482000981, COMMERCE H S, Public, (903) 886-3756, 9, 12, 75428
481482000982, COMMERCE MIDDLE, Public, (903) 886-3795, 6, 9, 75428
481482008669, SUMMITT HOUSE, Public, (903) 886-3764, KG, 12, 75428
481488000989, COMO-PICKTON SCHOOL, Public, (903) 488-3671, PK, 12, 75431
481515001021, COOPER EL, Public, (903) 395-2111, PK, 5, 75432
481515001022, COOPER H S, Public, (903) 395-0509, 9, 12, 75432
481515001023, COOPER J H, Public, (903) 395-0509, 6, 8, 75432
481602001173, CUMBY ELEMENTARY, Public, (903) 994-2260, PK, 6, 75433
481602001174, CUMBY H S, Public, (903) 994-2260, 7, 12, 75433
483081003475, MILLER GROVE SCHOOL, Public, (903) 459-3288, PK, 12, 75433
483574004047, DEPORT EL, Public, (903) 652-3325, PK, 5, 75435
481689001464, DETROIT EL, Public, (903) 674-3137, PK, 5, 75436
481689001465, DETROIT H S, Public, (903) 674-2646, 9, 12, 75436
481689007058, DETROIT J H, Public, (903) 674-2646, 6, 8, 75436
481728001494, DODD CITY SCHOOL, Public, (903) 583-7585, PK, 12, 75438
481803009561, ECTOR EL, Public, (903) 961-2355, PK, 6, 75439
481803001599, ECTOR HIGH SCHOOL, Public, (903) 961-2076, 7, 12, 75439
483636004080, RAINS EL, Public, (903) 473-2222, PK, 3, 75440
483636004081, RAINS H S, Public, (903) 473-2222, 9, 12, 75440
483636009464, RAINS INT, Public, (903) 473-2222, 4, 5, 75440
483636004082, RAINS J H, Public, (903) 473-2222, 6, 9, 75440
481908009486, COLLIN CO J J A E P, Public, (972) 782-6601, 10,10,75442
481908001777, FARMERSVILLE H S, Public, (972) 548-0576, 9, 12, 75442
481908008728, FARMERSVILLE INTERMEDIATE SCHOOL, Public, (972) 782-8108, 2, 5, 75442
481908001778, FARMERSVILLE JUNIOR HIGH SCHOOL, Public, (972) 782-6202, 6, 8, 75442
481908001779, TATUM EL, Public, (972) 782-7251, PK, 1, 75442
482346002379, HONEY GROVE EL, Public, (903) 378-2264, PK, 5, 75446
482346002380, HONEY GROVE H S, Public, (903) 378-2264, 9, 12, 75446
482346006711, HONEY GROVE MIDDLE, Public, (903) 378-2264, 6, 8, 75446
483864004292, RAYBURN H S, Public, (903) 664-2165, 7, 12, 75447
483864004293, SAM RAYBURN EL, Public, (903) 664-2005, PK, 6, 75447
481905001776, FANNINDEL HIGH SCHOOL, Public, (903) 367-7251, 6, 12, 75449
482721003053, LEONARD ELEMENTARY, Public, (903) 587-2316, PK, 3, 75452
482721003054, LEONARD H S, Public, (903) 587-3556, 9, 12, 75452
482721008781, LEONARD INT, Public, (903) 587-8303, 4, 5, 75452
482721006290, LEONARD J H, Public, (903) 587-2315, 6, 8, 75452
A0903516, FIRST CHRISTIAN ACADEMY, Private, (903) 587-2250, PK, 5, 75452
482802012351, COLLEGE STREET CAMPUS, Public, (903) 634-2071, 5, 10, 75453
482802003136, LONE OAK EL, Public, (903) 662-5022, PK, 5, 75453
482802003137, LONE OAK H S, Public, (903) 662-0981, 9, 12, 75453
482802006294, LONE OAK MIDDLE, Public, (903) 662-5121, 6, 8, 75453
483012009644, COLLIN CO J J A E P, Public, (972) 837-2411, 9,9,75454
483012006143, HARRY MCKILLOP EL, Public, (972) 837-2632, PK, 4, 75454
483012010505, MELISSA H S, Public, (972) 837-4216, 9, 12, 75454
483012003379, MELISSA MIDDLE, Public, (972) 837-4355, 7, 9, 75454
483012011883, MELISSA RIDGE INTERMED, Public, (972) 837-4530, 5, 6, 75454
482271002303, HARTS BLUFF EL, Public, (903) 577-1146, KG, 8, 75455
A9504007, MT PLEASANT CHRISTIAN SCHOOL, Private, (903) 577-1550, 5, 12, 75455
483176003536, ANNIE SIMS EL, Public, (903) 575-2062, KG, 4, 75456
481368000861, CHAPEL HILL EL, Public, (903) 572-4586, PK, 5, 75456
481368007126, CHAPEL HILL H S, Public, (903) 572-3925, 9, 12, 75456
481368007452, CHAPEL HILL J H, Public, (903) 572-3925, 6, 8, 75456
483176007078, CHILD DEVELOPMENT CENTER, Public, (903) 575-2092, PK, KG, 75456
483176007077, COMMUNITY LEARNING CENTER, Public, (903) 575-2130, 10, 12, 75456
483176003532, E C BRICE EL, Public, (903) 575-2057, KG, 4, 75456
483176003533, FRANCES CORPREW EL, Public, (903) 575-2050, KG, 4, 75456
483176009399, MOUNT PLEASANT DAEP, Public, (903) 575-2095, 7, 12, 75456
483176003535, MOUNT PLEASANT H S, Public, (903) 575-2020, 9, 12, 75456
483176003538, MOUNT PLEASANT J H, Public, (903) 575-2110, 7, 8, 75456
483176007736, P E WALLACE MIDDLE, Public, (903) 575-2040, 5, 6, 75456
483176003537, VIVIAN FOWLER EL, Public, (903) 575-2070, KG, 4, 75456
A0771790, KINDLELIGHT SCHOOL, Private, (903) 577-8577, PK, KG, 75456
483177003540, MT VERNON EL, Public, (903) 537-2266, PK, 4, 75457
483177003541, MT VERNON H S, Public, (903) 537-3700, 9, 12, 75457
483177006457, MT VERNON INT, Public, (903) 537-3402, 5, 6, 75457
483177003539, MT VERNON J H, Public, (903) 537-2267, 7, 8, 75457
481035010853, BLAND DAEP, Public, (903) 776-2239, N ,N ,75458
481035000516, BLAND EL, Public, (903) 527-5480, PK, 5, 75458
481035000517, BLAND H S, Public, (903) 776-2161, 9, 12, 75458
481035007661, BLAND MIDDLE, Public, (903) 776-5490, 6, 8, 75458
482367010687, AEP CAMPUS, Public, (903) 532-3228, N ,N ,75459
482367010686, GRAYSON CO J J A E P, Public, (903) 532-3236, N ,N ,75459
482367002621, HOWE EL, Public, (903) 532-3320, PK, 4, 75459
482367002622, HOWE H S, Public, (903) 532-3236, 9, 12, 75459
482367002623, HOWE MIDDLE, Public, (903) 532-3286, 5, 8, 75459
483429005567, AIKIN EL, Public, (903) 737-7443, KG, 4, 75460
483301007671, BAILEY INT, Public, (903) 737-7971, 4, 5, 75460
483301003666, CECIL EVERETT EL, Public, (903) 737-2061, 2, 3, 75460
483429012578, CROCKETT INT, Public, (903) 737-7450, 5, 6, 75460
483301003668, FRANK STONE MIDDLE, Public, (903) 737-2041, 6, 8, 75460
483429003813, GIVENS EARLY CHILDHOOD CENTER, Public, (903) 737-7466, PK,PK,75460
483429003814, JUSTISS EL, Public, (903) 737-7458, KG, 4, 75460
483429008317, LAMAR COUNTY HEAD START, Public, (903) 737-7469, PK,PK,75460
483301008965, LAMAR DELTA ALTER, Public, (903) 737-7963, N ,N ,75460
483301003667, NORTH LAMAR H S, Public, (903) 737-2011, 9, 12, 75460
483429010874, PARIS DAEP, Public, (903) 737-7560, KG, 12, 75460
483429003815, PARIS H S, Public, (903) 737-7400, 9, 12, 75460
483429003816, PARIS J H, Public, (903) 737-7434, 7, 8, 75460
483429008964, SPECIAL SERVICES, Public, (903) 737-7494, PK, 12, 75460
483301006768, W L HIGGINS EL, Public, (903) 737-2081, PK, 1, 75460
A9707924, CENTRAL PRESBYTERIAN DAY SCHOOL, Private, (903) 784-0829, PK, KG, 75460
A0503495, TRINITY CHRISTIAN ACADEMY, Private, (903) 785-9557, PK, 12, 75460
480001201430, CHISUM EL, Public, (903) 737-2820, PK, 5, 75462
480001201431, CHISUM H S, Public, (903) 737-2800, 9, 12, 75462
480001204908, CHISUM MIDDLE, Public, (903) 737-2806, 6, 8, 75462
483574004048, PRAIRILAND H S, Public, (903) 652-5681, 9, 12, 75468
483574010875, PRAIRILAND JR HIGH, Public, (903) 652-5681, 6, 8, 75468
481905001775, FANNINDEL EL, Public, (903) 359-6314, PK, 5, 75469
481488008302, HOLY HIGHWAY PICKTON, Public, (903) 866-3300, 8, 12, 75471
483301003665, AARON PARKER EL, Public, (903) 732-3066, PK, 5, 75473
483624004074, A E BUTLER INT, Public, (903) 356-1401, 4, 5, 75474
481074000539, BOLES EL, Public, (903) 883-2161, PK, 4, 75474
481074000540, BOLES H S, Public, (903) 883-2918, 9, 12, 75474
481074009311, BOLES MIDDLE, Public, (903) 883-4464, 5, 8, 75474
483624004076, C B THOMPSON MIDDLE, Public, (903) 356-1501, 6, 8, 75474
483624005907, D C CANNON EL, Public, (903) 356-1301, 1, 3, 75474
483624006467, JOE MARTIN EARLY CHILDHOOD CTR, Public, (903) 356-1251, PK, KG, 75474
483624008670, QUINLAN ALTERNATIVE SCHOOL, Public, (903) 356-1501, 6, 12, 75474
483624004075, WH FORD H S, Public, (903) 356-1600, 9, 12, 75474
A0303097, LAKELAND ACADEMY, Private, (972) 636-3777, 1, 8, 75474
483816004262, ROXTON H S, Public, (903) 346-3213, PK, 12, 75477
483861004291, SALTILLO SCHOOL, Public, (903) 537-2386, PK, 12, 75478
483945006951, SAVOY EL, Public, (903) 965-7738, PK, 6, 75479
483945004484, SAVOY H S, Public, (903) 965-4024, 7, 12, 75479
484179004763, SULPHUR BLUFF ISD, Public, (903) 945-2460, PK, 12, 75481
484182004764, AUSTIN EL, Public, (903) 885-4045, 1, 4, 75482
484182004765, BOWIE EL, Public, (903) 885-3772, 1, 4, 75482
484182004766, DOUGLAS INT, Public, (903) 885-4516, 5,5,75482
484182007660, EARLY CHILDHOOD LRN CTR, Public, (903) 439-6170, PK, 1, 75482
484182004768, LAMAR EL, Public, (903) 885-4550, 1, 4, 75482
483297003663, NORTH HOPKINS EL, Public, (903) 945-2192, PK, 6, 75482
483297003664, NORTH HOPKINS H S, Public, (903) 945-2192, 7, 12, 75482
484182004769, SULPHUR SPRINGS H S, Public, (903) 885-2158, 9, 12, 75482
484182004770, SULPHUR SPRINGS MIDDLE, Public, (903) 885-7741, 6, 8, 75482
484182004771, TRAVIS EL, Public, (903) 885-5246, 1, 4, 75482
A9904273, PEERLESS CHRISTIAN ACADEMY, Private, (903) 945-2653, KG, 12, 75482
A0702292, WATER OAK ELEMENTARY SCHOOL, Private, (930) 439-3044, KG, 7, 75482
484293004890, TOM BEAN EL, Public, (903) 546-6333, PK, 5, 75489
484293004891, TOM BEAN H S, Public, (903) 546-6319, 9, 12, 75489
484293006622, TOM BEAN MIDDLE, Public, (903) 546-6161, 6, 8, 75489
484314004901, TRENTON EL, Public, (903) 989-2244, PK, 5, 75490
484314004902, TRENTON H S, Public, (903) 989-2242, 9, 12, 75490
484314009560, TRENTON MIDDLE SCHOOL, Public, (903) 989-2243, 6, 8, 75490
484567010691, WHITEWRIGHT DAEP, Public, (903) 364-2155, N ,N ,75491
484567005189, WHITEWRIGHT EL, Public, (903) 364-2424, PK, 5, 75491
484567005190, WHITEWRIGHT H S, Public, (903) 364-2535, 9, 12, 75491
484567005191, WHITEWRIGHT MIDDLE, Public, (903) 364-2151, 6, 8, 75491
484611005266, WINFIELD EL, Public, (903) 524-2221, KG, 8, 75493
484620005270, MEMORIAL MIDDLE, Public, (903) 342-5711, 5, 8, 75494
484620005937, WINNSBORO EL, Public, (903) 342-3548, PK, 4, 75494
484620005272, WINNSBORO H S, Public, (903) 342-3641, 9, 12, 75494
484389010689, COLLINSVILLE AEP, Public, (903) 482-8802, N ,N ,75495
484389004981, VAN ALSTYNE EL, Public, (903) 482-8805, PK, 4, 75495
484389004982, VAN ALSTYNE H S, Public, (903) 482-8803, 9, 12, 75495
484389004983, VAN ALSTYNE J H, Public, (903) 482-8804, 5, 8, 75495
484635005279, WOLFE CITY EL, Public, (903) 496-2032, PK, 5, 75496
484635005280, WOLFE CITY H S, Public, (903) 496-2891, 9, 12, 75496
484635005622, WOLFE CITY MIDDLE, Public, (903) 496-7333, 6, 8, 75496
484659009578, YANTIS ELEMENTARY SCHOOL, Public, (903) 383-2463, PK, 5, 75497
484659005298, YANTIS SCHOOL, Public, (903) 383-2463, 6, 12, 75497
482739006881, ALTER SCH, Public, (903) 831-5767, 8, 12, 75501
484248006049, DUNBAR INTERMEDIATE CENTER, Public, (903) 794-8112, 2, 5, 75501
482739003081, LIBERTY-EYLAU C K BENDER ELEMENTARY CAMPUS, Public, (903) 831-5347, 2, 4, 75501
482739003079, LIBERTY-EYLAU H S, Public, (903) 832-1535, 9, 12, 75501
482739003082, LIBERTY-EYLAU MIDDLE, Public, (903) 838-5555, 5, 8, 75501
482739003078, LIBERTY-EYLAU PRE-K CENTER GRANDVIEW CAMPUS, Public, (903) 831-5352, PK,PK,75501
482739003083, LIBERTY-EYLAU PRI, Public, (903) 831-5390, KG, 1, 75501
484248006335, THERON JONES EARLY LITERACY CENTER, Public, (903) 793-4871, PK, 1, 75501
484248004855, WAKE VILLAGE EL, Public, (903) 838-4261, PK, 5, 75501
484248004848, WESTLAWN EL, Public, (903) 223-4252, PK, 5, 75501
A9707907, ABC KINDERGARTEN, Private, (903) 793-1453, PK, KG, 75501
AA000128, BETHEL SDA SCHOOL, Private, (903) 838-4215, KG, 6, 75501
02059904, LIBERTY EYLAU CHRISTIAN SCHOOL, Private, (903) 838-8080, PK, 3, 75501
484248004847, HIGHLAND PARK EL, Public, (903) 794-8001, PK, 5, 75503
484248011422, MARTHA & JOSH MORRISS MATH & ENGINEERING EL, Public, (903) 791-2262, KG, 5, 75503
483663011149, NEW BOSTON DAEP, Public, (903) 838-8230, 4,4,75503
484248008124, OPTIONS, Public, (903) 793-5632, 9, 12, 75503
483513003979, PLEASANT GROVE EL, Public, (903) 838-0528, PK, 2, 75503
483513006031, PLEASANT GROVE H S, Public, (903) 832-8005, 9, 12, 75503
483513012449, PLEASANT GROVE INT, Public, (903) 832-0001, 2, 5, 75503
483513006311, PLEASANT GROVE MIDDLE, Public, (903) 831-4295, 6, 8, 75503
483663004103, RED LICK EL, Public, (903) 838-8230, PK, 4, 75503
483663007191, RED LICK MIDDLE, Public, (903) 838-6006, 5, 8, 75503
484248006336, SPRING LAKE PARK ELEMENTARY, Public, (903) 794-7525, PK, 5, 75503
484248004854, TEXAS H S, Public, (903) 794-3891, 9, 12, 75503
484248004852, TEXAS MIDDLE SCHOOL, Public, (903) 793-5631, 6, 8, 75503
01327331, ST JAMES DAY SCHOOL, Private, (903) 793-5554, PK, 6, 75503
A9700248, TEXARKANA SDA SCHOOL, Private, (903) 908-8442, KG, 10, 75503
480888000283, ATLANTA EL, Public, (903) 796-7164, 3, 5, 75551
480888000284, ATLANTA H S, Public, (903) 796-4411, 9, 12, 75551
480888000285, ATLANTA MIDDLE, Public, (903) 796-7928, 6, 8, 75551
480888000286, ATLANTA PRI, Public, (903) 796-8115, PK, 2, 75551
480888008469, CORRECTIVE BEHAVIOR CTR, Public, (903) 799-1044, 5, 12, 75551
480906000375, AVERY EL, Public, (903) 684-3116, PK, 4, 75554
480906000376, AVERY H S, Public, (903) 684-3431, 9, 12, 75554
480906007093, AVERY MIDDLE, Public, (903) 684-3079, 5, 8, 75554
481044000522, BLOOMBURG EL, Public, (903) 728-5216, PK, 5, 75556
481044000523, BLOOMBURG H S, Public, (903) 728-5216, 6, 12, 75556
481657001421, DEKALB ELEMENTARY SCHOOL, Public, (903) 667-2328, PK, 4, 75559
481657001422, DEKALB H S, Public, (903) 667-2422, 9, 12, 75559
481657001423, DEKALB MIDDLE SCHOOL, Public, (903) 667-2834, 5, 8, 75559
482370002624, HUBBARD ISD, Public, (903) 667-2645, PK, 8, 75559
481657011140, NEW BOSTON DAEP, Public, (903) 628-6574, 5, 10, 75559
482370011150, NEW BOSTON DAEP, Public, (903) 667-2645, N ,N ,75559
482349002381, HOOKS EL, Public, (903) 547-2291, PK, 4, 75561
482349002382, HOOKS H S, Public, (903) 547-2215, 9, 12, 75561
482349002383, HOOKS J H, Public, (903) 547-2568, 5, 8, 75561
482706003045, LEARY EL, Public, (903) 838-8960, PK, 8, 75561
482754003095, LINDEN EL, Public, (903) 756-5471, PK, 5, 75563
482754003097, LINDEN-KILDARE H S, Public, (903) 756-7026, 9, 12, 75563
482754003098, MAE LUSTER STEPHENS J H, Public, (903) 756-5381, 6, 8, 75563
482991003365, MCLEOD EL, Public, (903) 796-7181, KG, 5, 75565
482991003366, MCLEOD H S, Public, (903) 796-7181, 9, 12, 75565
482991021160, MCLEOD MIDDLE, Public, (903) 796-7181, 6, 8, 75565
482946003317, MAUD SCHOOL, Public, (903) 585-2219, PK, 12, 75567
482946011142, NEW BOSTON DAEP, Public, (903) 585-2219, 4, 11, 75567
482349011141, NEW BOSTON DAEP, Public, (903) 547-6077, N ,N ,75568
484248004850, NASH EL, Public, (903) 838-4321, PK, 5, 75569
483234003585, CRESTVIEW EL, Public, (903) 628-6521, 3, 5, 75570
482883003261, MALTA EL, Public, (903) 667-2950, PK, 6, 75570
482883011148, NEW BOSTON DAEP, Public, (903) 667-2950, N ,N ,75570
483234011143, NEW BOSTON DAEP, Public, (903) 628-2521, 10, 11, 75570
483234003586, NEW BOSTON H S, Public, (903) 628-6551, 9, 12, 75570
483234003587, NEW BOSTON MIDDLE, Public, (903) 628-6588, 6, 8, 75570
483234012017, OAKVIEW PRI SCHOOL, Public, (903) 628-2521, PK, 2, 75570
483480003901, PEWITT EL, Public, (903) 884-2404, PK, 5, 75571
483480003902, PEWITT H S, Public, (903) 884-2293, 9, 12, 75571
483480003903, PEWITT J H, Public, (903) 884-2505, 6, 8, 75571
483621004073, J K HILEMAN EL, Public, (903) 796-6304, PK, 4, 75572
483621004072, MORRIS UPCHURCH MIDDLE, Public, (903) 796-6412, 5, 8, 75572
483621004071, QUEEN CITY H S, Public, (903) 796-8259, 9, 12, 75572
483675011144, NEW BOSTON DAEP, Public, (903) 671-3481, 6, 12, 75573
483675004108, REDWATER EL, Public, (903) 671-3425, PK, 3, 75573
483675004109, REDWATER H S, Public, (903) 671-3421, 9, 12, 75573
483675005801, REDWATER J H, Public, (903) 671-3227, 7, 8, 75573
483675008123, REDWATER MIDDLE, Public, (903) 671-3412, 4, 6, 75573
484032004566, JAMES BOWIE EL, Public, (903) 543-2219, PK, 5, 75574
484032004567, JAMES BOWIE H S, Public, (903) 543-2219, 9, 12, 75574
484032009495, JAMES BOWIE MIDDLE, Public, (903) 543-2219, 6, 8, 75574
484032011147, NEW BOSTON DAEP, Public, (903) 543-2219, 11,11,75574
480010909250, BILLIE NELMS CAMPUS, Public, (903) 753-9400, N ,N ,75601
480010908220, DAN CHADWICK CAMPUS, Public, (903) 753-9400, 9, 12, 75601
A0771871, THE PREP SCHOOL, Private, (903) 758-0320, KG,KG,75601
A9300916, TRINITY SCHOOL OF TEXAS, Private, (903) 753-0612, PK, 12, 75601
02060909, LONGVIEW CHRISTIAN ACADEMY, Private, (903) 759-0626, KG, 12, 75604
02060953, LONGVIEW CHRISTIAN SCHOOL, Private, (903) 297-3501, PK, 12, 75604
484119004709, SPRING HILL H S, Public, (903) 323-7738, 9, 12, 75605
484119004708, SPRING HILL INT, Public, (903) 323-7701, 3, 4, 75605
484119012336, SPRING HILL ISD ELDER COOP, Public, (903) 759-4404, N ,N ,75605
484119005814, SPRING HILL J H, Public, (903) 323-7718, 7, 8, 75605
484119005815, SPRING HILL MIDDLE, Public, (903) 323-7708, 5, 6, 75605
484119008795, SPRING HILL PRI, Public, (903) 323-7848, PK, 2, 75605
A9503964, CHRISTIAN HERITAGE SCHOOL, Private, (903) 663-4151, KG, 12, 75605
01327309, CRISMAN SCHOOL, Private, (903) 758-9741, KG, 8, 75605
A0790168, NEW LIFE CHRISTIAN SCHOOL, Private, (903) 445-6884, 1, 12, 75605
A9504123, OAK FOREST MONTESSORI SCHOOL, Private, (903) 297-0634, PK, 3, 75605
01324104, ST MARY S CATHOLIC SCHOOL, Private, (903) 753-1657, PK, 8, 75605
482811012526, BRAMLETTE EL, Public, (903) 803-5600, PK, 5, 75606
482811003139, FOREST PARK MAGNET SCHOOL, Public, (903) 446-2510, 6, 9, 75606
482811003140, FOSTER MIDDLE, Public, (903) 753-1692, 6, 8, 75606
482811003142, HUDSON EL, Public, (903) 803-5100, 1, 5, 75606
482811012528, J L EVERHART MAGNET EL, Public, (903) 803-5400, PK, 5, 75606
482811012529, JOHNSTON-MCQUEEN EL, Public, (903) 803-5300, PK, 5, 75606
482811003145, JUDSON MIDDLE, Public, (903) 663-0206, 6, 10, 75606
482811001116, JUVENILE DETENT CTR, Public, (903) 758-0386, 8, 11, 75606
482811012512, LEAD ACADEMY, Public, (903) 381-2200, 9, 12, 75606
482811003146, LONGVIEW H S, Public, (903) 663-1301, 9, 12, 75606
482811012484, NED E WILLIAMS EL, Public, (903) 803-5500, PK, 5, 75606
482811012508, SOUTH WARD EL, Public, (903) 803-5200, PK, 5, 75606
482811003150, STUDENT DEVELOPMENT CENTER, Public, (903) 758-9282, PK, 3, 75606
482811012487, WARE EL, Public, (903) 758-5622, PK, 5, 75606
483498012556, EXCEL H S OF CHOICE, Public, (903) 295-6753, 9, 12, 75608
483498010696, PINE TREE DAEP, Public, (903) 295-5131, 1, 12, 75608
483498003931, PINE TREE EL, Public, (903) 295-5120, 1, 2, 75608
483498003932, PINE TREE H S, Public, (903) 295-5031, 9, 12, 75608
483498003933, PINE TREE INT, Public, (903) 295-5151, 3, 4, 75608
483498003934, PINE TREE J H, Public, (903) 295-5081, 7, 8, 75608
483498006027, PINE TREE MIDDLE, Public, (903) 295-5160, 5, 6, 75608
483498003936, PINE TREE PRI, Public, (903) 295-5095, PK, KG, 75608
480909000378, AVINGER SCHOOL, Public, (903) 562-1355, KG, 12, 75630
480969000437, BECKVILLE JR-SR HIGH SCHOOL, Public, (903) 678-3591, 6, 12, 75631
480969000436, BECKVILLE SUNSET ELEMENTARY, Public, (903) 678-3601, PK, 5, 75631
481311000811, BAKER-KOONCE INT, Public, (903) 693-8611, 4, 6, 75633
481311000812, CARTHAGE H S, Public, (903) 693-2552, 9, 12, 75633
481311000814, CARTHAGE J H, Public, (903) 693-2751, 7, 8, 75633
481311005419, CARTHAGE PRI, Public, (903) 693-2254, PK, 1, 75633
481311000813, LIBBY EL, Public, (903) 693-8862, 2, 3, 75633
480021308891, PANOLA CS, Public, (903) 693-6355, 8, 12, 75633
480021312565, PANOLA EARLY COLLEGE H S, Public, (903) 694-4029, 8, 12, 75633
A9300888, NORTHSIDE CHRISTIAN ACADEMY, Private, (903) 693-7700, PK, 12, 75633
481618001196, DAINGERFIELD H S, Public, (903) 645-3968, 9, 12, 75638
481618001197, DAINGERFIELD J H, Public, (903) 645-2261, 6, 8, 75638
481618006389, SOUTH EL, Public, (903) 645-3501, 3, 5, 75638
481618001200, WEST EL, Public, (903) 645-2901, PK, 2, 75638
483246003603, NEW DIANA H S, Public, (903) 663-8001, 9, 12, 75640
483246012169, NEW DIANA INT, Public, (903) 663-8003, 4, 6, 75640
483246006021, NEW DIANA MIDDLE, Public, (903) 663-8002, 7, 8, 75640
483246003602, ROBERT F HUNT ELEMENTARY, Public, (903) 663-8004, PK, 3, 75640
481848001733, ELYSIAN FIELDS EL, Public, (903) 633-2420, PK, 5, 75642
481848001734, ELYSIAN FIELDS H S, Public, (903) 633-2420, 9, 12, 75642
481848001735, ELYSIAN FIELDS MIDDLE, Public, (903) 633-2420, 6, 8, 75642
482046002058, GARY SCHOOL, Public, (903) 685-2291, PK, 12, 75643
482070002080, BRUCE J H, Public, (903) 841-7600, 7, 8, 75644
482070002077, GILMER EL, Public, (903) 841-7700, PK, 4, 75644
482070002078, GILMER H S, Public, (903) 841-7500, 9, 12, 75644
482070006264, GILMER INT, Public, (903) 841-7800, 5, 6, 75644
