Id,Name,Address,City,State,Zip,Phone,County,Type,Lowest Grade,Highest Grade
100809,EDDYVILLE-BLAKESBURG JUNIOR/SENIOR HIGH SCHOOL,1301 BERDAN ST,EDDYVILLE,IA,52553,(641) 969-4288,MAHASKA COUNTY,Public,7,12
100808,EDGEWOOD-COLESBURG ELEMENTARY SCHOOL,PO BOX 125,COLESBURG,IA,52035,(563) 856-2415,DELAWARE COUNTY,Public,PK,6
100807,EDGEWOOD-COLESBURG HIGH SCHOOL,PO BOX 316,EDGEWOOD,IA,52042,(563) 928-6412,DELAWARE COUNTY,Public,7,12
100806,EDISON ELEMENTARY SCHOOL,2218 3RD AVENUE,COUNCIL BLUFFS,IA,51501,(712) 328-6516,POTTAWATTAMIE COUNTY,Public,PK,5
100805,EDISON ELEMENTARY SCHOOL,740 MANOLIA PARKWAY,WATERLOO,IA,50701,(319) 433-2180,BLACK HAWK COUNTY,Public,PK,5
100804,EDMUNDS FINE ARTS ACADEMY,1601 CROCKER ST,DES MOINES,IA,50314,(515) 243-1174,POLK COUNTY,Public,PK,5
100803,EDUCATION OPTIONS,207 W. MAIN,NEW HAMPTON,IA,50659,(641) 394-2144,CHICKASAW COUNTY,Public,9,12
100802,EDUCATIONAL OPPORTUNITY CENTER,1100 LINN ST,ATLANTIC,IA,50022,(712) 243-3535,CASS COUNTY,Public,6,12
100801,EDWARD WHITE ELEMENTARY SCHOOL,121 S 5TH ST,ELDRIDGE,IA,52748,(563) 285-4544,SCOTT COUNTY,Public,KG,5
100800,EDWARDS ELEMENTARY SCHOOL,3622 WOODLAND ST,AMES,IA,50010,(515) 239-3760,STORY COUNTY,Public,KG,5
100799,EISENHOWER ELEMENTARY SCHOOL,2827 JERSEY RIDGE RD,DAVENPORT,IA,52803,(563) 355-2604,SCOTT COUNTY,Public,KG,5
100798,EISENHOWER ELEMENTARY SCHOOL,2624 MARILYN RD,OTTUMWA,IA,52501,(641) 684-5617,WAPELLO COUNTY,Public,KG,5
100797,EISENHOWER ELEMENTARY SCHOOL,3170 SPRING VALLEY RD,DUBUQUE,IA,52001,(563) 552-3500,DUBUQUE COUNTY,Public,PK,5
100796,EKSTRAND ELEMENTARY SCHOOL,PO BOX 110,DE WITT,IA,52742,(563) 659-0750,CLINTON COUNTY,Public,PK,5
100795,ELDORA-NEW PROVIDENCE ELEMENTARY SCHOOL,1100 10TH ST,ELDORA,IA,50627,(641) 939-9350,HARDIN COUNTY,Public,PK,5
100794,ELDORA-NEW PROVIDENCE HIGH SCHOOL,1800 24TH ST,ELDORA,IA,50627,(641) 939-3421,HARDIN COUNTY,Public,9,12
100793,ELEANOR ROOSEVELT MIDDLE SCHOOL,2001 RADFORD RD,DUBUQUE,IA,52002,(563) 552-5000,DUBUQUE COUNTY,Public,6,8
100792,ELIZABETH TATE ALT. HIGH SCHOOL,1528 MALL DRIVE,IOWA CITY,IA,52240,(319) 688-1080,JOHNSON COUNTY,Public,9,12
100791,ELK HORN-KIMBALLTON ELEMENTARY SCHOOL,PO BOX 388A,ELK HORN,IA,51531,(712) 764-4616,SHELBY COUNTY,Public,PK,8
100790,ELK HORN-KIMBALLTON HIGH SCHOOL,PO BOX 388A,ELK HORN,IA,51531,(712) 764-4606,SHELBY COUNTY,Public,9,12
100789,ELK RUN EARLY CHILDHOOD CENTER,316 MC COY RD,ELK RUN HEIGHTS,IA,50707,(319) 433-2660,BLACK HAWK COUNTY,Public,PK,PK
100788,ELKADER ELEMENTARY SCHOOL,400 1ST ST NW,ELKADER,IA,52043,(563) 245-1472,CLAYTON COUNTY,Public,PK,6
100787,ELLIOTT ELEMENTARY SCHOOL,BOX 140A,ELLIOTT,IA,51532,(712) 767-2221,MONTGOMERY COUNTY,Public,PK,5
100786,ELMA ELEMENTARY SCHOOL,PO BOX 298,ELMA,IA,50628,(641) 393-2280,HOWARD COUNTY,Public,PK,6
100785,EMERSON ELEMENTARY SCHOOL,1109 E EUCLID,INDIANOLA,IA,50125,(515) 961-9550,WARREN COUNTY,Public,PK,5
100784,EMERSON ELEMENTARY SCHOOL,2410 W 1ST ST,SIOUX CITY,IA,51103,(712) 279-6826,WOODBURY COUNTY,Public,PK,5
100783,EMERSON ELEMENTARY SCHOOL,1400 10TH AVE,MARION,IA,52302,(319) 377-0183,LINN COUNTY,Public,PK,3
100782,EMERSON HOUGH ELEMENTARY SCHOOL,700 N 4TH AVE EAST,NEWTON,IA,50208,(641) 792-3982,JASPER COUNTY,Public,KG,6
100781,Emmetsburg HS,205 KING ST,EMMETSBURG,IA,50536,(712) 852-2966,PALO ALTO COUNTY,Public,9,12
100780,Emmetsburg MS,205 KING STREET,EMMETSBURG,IA,50536,(712) 852-2892,PALO ALTO COUNTY,Public,5,8
100779,ENGLISH VALLEYS ELEMENTARY SCHOOL,PO BOX 490,NORTH ENGLISH,IA,52316,(319) 664-3638,IOWA COUNTY,Public,PK,6
100778,ENGLISH VALLEYS JR-SR HIGH SCHOOL,PO BOX 490,NORTH ENGLISH,IA,52316,(319) 664-3631,IOWA COUNTY,Public,7,12
100777,EPWORTH ELEMENTARY SCHOOL,PO BOX 270,EPWORTH,IA,52045,(563) 876-5514,DUBUQUE COUNTY,Public,PK,5
100776,ERNEST HORN ELEMENTARY SCHOOL,600 KOSER AVE,IOWA CITY,IA,52246,(319) 688-1115,JOHNSON COUNTY,Public,KG,6
100775,ERSKINE ELEMENTARY SCHOOL,600 36TH ST SE,CEDAR RAPIDS,IA,52403,(319) 558-2364,LINN COUNTY,Public,1,5
100774,ESIGOURNEY ACADEMY FOR LEADERSHIP,907 E PLEASANT VALLEY,SIGOURNEY,IA,52591,(641) 622-2010,KEOKUK COUNTY,Public,7,12
100773,ESSEX ELEMENTARY SCHOOL,111 FORBES ST,ESSEX,IA,51638,(712) 379-3114,PAGE COUNTY,Public,PK,6
100772,ESSEX JUNIOR-SENIOR HIGH SCHOOL,111 FORBES ST,ESSEX,IA,51638,(712) 379-3115,PAGE COUNTY,Public,7,12
100771,Estherville Lincoln Central HS,1520 CENTRAL AVE,ESTHERVILLE,IA,51334,(712) 362-2659,EMMET COUNTY,Public,9,12
100770,Estherville Lincoln Central MS,1430 1ST AVE. S.,ESTHERVILLE,IA,51334,(712) 362-2335,EMMET COUNTY,Public,5,8
100769,EVANS MIDDLE SCHOOL,812 CHESTER,OTTUMWA,IA,52501,(641) 684-6511,WAPELLO COUNTY,Public,6,8
100768,EVERETT ELEMENTARY SCHOOL,1314 W 3RD ST,SIOUX CITY,IA,51103,(712) 279-6827,WOODBURY COUNTY,Public,PK,5
100767,EXCELSIOR MIDDLE SCHOOL,3555 N 10TH ST,MARION,IA,52302,(319) 447-3130,LINN COUNTY,Public,6,8
100766,EXIRA ELEMENTARY SCHOOL,BOX 335,EXIRA,IA,50076,(712) 268-5337,AUDUBON COUNTY,Public,PK,6
100765,EXIRA-EHK MIDDLE SCHOOL (Grades 4-5),BOX 335,EXIRA,IA,50076,(712) 268-5318,AUDUBON COUNTY,Private,4,5
100764,EXPO HIGH SCHOOL,927 FRANKLIN,WATERLOO,IA,50703,(319) 433-1930,BLACK HAWK COUNTY,Public,9,12
100763,Fort Dodge Fair Oaks MS,416 SOUTH 10TH STREET,FORT DODGE,IA,50501,(515) 574-5691,WEBSTER COUNTY,Public,5,8
100762,FAIRBANK ELEMENTARY SCHOOL,505 FOREST,FAIRBANKS,IA,50629,(319) 635-2071,BUCHANAN COUNTY,Public,KG,6
100761,FAIRFIELD HIGH SCHOOL,605 E BROADWAY,FAIRFIELD,IA,52556,(641) 472-2059,JEFFERSON COUNTY,Public,9,12
100760,FAIRFIELD MIDDLE SCHOOL,404 W FILLMORE,FAIRFIELD,IA,52556,(641) 472-5019,JEFFERSON COUNTY,Public,5,8
100759,FAIRMEADOWS ELEMENTARY SCHOOL,807 23RD ST,WEST DES MOINES,IA,50265,(515) 633-6500,POLK COUNTY,Public,KG,6
100758,FAIRVIEW ELEMENTARY SCHOOL,525 EAST 18TH STREET,CARROLL,IA,51401,(712) 792-8030,CARROLL COUNTY,Public,PK,3
100757,FAIRVIEW ELEMENTARY SCHOOL,1310 HOBART ST,GRINNELL,IA,50112,(641) 236-2780,POWESHIEK COUNTY,Public,PK,2
100756,Spencer Fairview Elementary,PO BOX 200,SPENCER,IA,51301,(712) 262-4842,CLAY COUNTY,Public,3,3
100755,FARRAGUT ELEMENTARY SCHOOL,P. O. BOX 36,FARRAGUT,IA,51639,(712) 385-8131,FREMONT COUNTY,Public,PK,6
100754,FARRAGUT SENIOR HIGH SCHOOL,PO BOX 36,FARRAGUT,IA,51639,(712) 385-8131,FREMONT COUNTY,Public,7,12
100753,FAYETTE ELEMENTARY SCHOOL,PO BOX 10,FAYETTE,IA,52142,(563) 425-3303,FAYETTE COUNTY,Public,PK,5
100752,Fort Dodge Feelhaver Elementary,1300 14TH AVE N,FORT DODGE,IA,50501,(515) 574-5680,WEBSTER COUNTY,Public,3,4
100751,FELLOWS ELEMENTARY SCHOOL,1400 MC KINLEY,AMES,IA,50010,(515) 239-3765,STORY COUNTY,Public,KG,5
100750,FILLMORE ELEMENTARY SCHOOL,7307 N PACIFIC,DAVENPORT,IA,52806,(563) 391-1740,SCOTT COUNTY,Public,KG,5
100749,FINDLEY ELEMENTARY SCHOOL,3000 CAMBRIDGE ST,DES MOINES,IA,50313,(515) 242-8407,POLK COUNTY,Public,PK,5
100748,FISHER ELEMENTARY SCHOOL,2001 S 4TH ST,MARSHALLTOWN,IA,50158,(641) 754-1030,MARSHALL COUNTY,Public,KG,4
100747,DAVIS COUNTY FLEX ED HIGH SCHOOL,608 S. WASHINGTON,BLOOMFIELD,IA,52537,(641) 664-3358,DAVIS COUNTY,Public,7,12
100746,FOREST CITY ALTERNATIVE SCHOOL,810 W K ST,FOREST CITY,IA,50436,(641) 585-2324,WINNEBAGO COUNTY,Public,9,12
100745,FOREST CITY ELEMENTARY SCHOOL,1405 W I ST,FOREST CITY,IA,50436,(641) 585-2670,WINNEBAGO COUNTY,Public,PK,5
100744,FOREST CITY HIGH SCHOOL,206 W SCHOOL ST,FOREST CITY,IA,50436,(641) 585-2324,WINNEBAGO COUNTY,Public,9,12
100743,FOREST CITY MIDDLE SCHOOL,216 W SCHOOL ST,FOREST CITY,IA,50436,(641) 585-4772,WINNEBAGO COUNTY,Public,6,8
100742,Fort Dodge HS,819 N 25TH ST,FORT DODGE,IA,50501,(515) 955-1770,WEBSTER COUNTY,Public,9,12
100741,FORT MADISON ALTERNATIVE SCHOOL,1602 AVENUE F,FORT MADISON,IA,52627,(319) 372-8093,LEE COUNTY,Public,9,12
100740,FORT MADISON HIGH SCHOOL,2001 AVE B,FORT MADISON,IA,52627,(319) 372-1862,LEE COUNTY,Public,9,12
100739,FORT MADISON MIDDLE SCHOOL,615 18TH ST,FORT MADISON,IA,52627,(319) 372-4687,LEE COUNTY,Public,6,8
100738,FOUR MILE ELEMENTARY SCHOOL,670 SE 68TH ST,PLEASANT HILL,IA,50327,(515) 265-1972,POLK COUNTY,Public,KG,6
100737,FRANCIS MARION INTERMEDIATE SCHOOL,2301 3RD AVE,MARION,IA,52302,(319) 373-4766,LINN COUNTY,Public,4,5
100736,FRANK L SMART INTERMEDIATE,1934 W 5TH ST,DAVENPORT,IA,52802,(563) 323-1837,SCOTT COUNTY,Public,6,8
100735,FRANKLIN ELEMENTARY SCH,1315 W MAIN ST,MARSHALLTOWN,IA,50158,(641) 754-1041,MARSHALL COUNTY,Public,PK,4
100734,FRANKLIN ELEMENTARY SCHOOL,400 3RD AVE SE,LE MARS,IA,51031,(712) 546-4185,PLYMOUTH COUNTY,Public,KG,5
100733,FRANKLIN ELEMENTARY SCHOOL,3130 AVE C,COUNCIL BLUFFS,IA,51501,(712) 328-6469,POTTAWATTAMIE COUNTY,Public,PK,5
100732,FRANKLIN ELEMENTARY SCHOOL,210 TAYLOR ST,MUSCATINE,IA,52761,(563) 263-5040,MUSCATINE COUNTY,Public,2,5
100731,FRANKLIN ELEMENTARY SCHOOL,1903 CRAWFORD STREET,BOONE,IA,50036,(515) 433-0860,BOONE COUNTY,Public,2,4
100730,FRANKLIN MIDDLE SCHOOL,300 20TH ST NE,CEDAR RAPIDS,IA,52402,(319) 558-2452,LINN COUNTY,Public,6,8
100729,FREDERICKSBURG ELEMENTARY SCHOOL,PO BOX 337,FREDERICKSBURG,IA,50630,(563) 237-5364,CHICKASAW COUNTY,Public,KG,5
100728,FREMONT ELEMENTARY SCHOOL,525 E. MAIN ST,FREMONT,IA,52561,(641) 933-4211,MAHASKA COUNTY,Public,PK,6
100727,FREMONT MIDDLE SCHOOL,525 E. MAIN ST.,FREMONT,IA,52561,(641) 933-4211,MAHASKA COUNTY,Public,6,8
100726,FREMONT-MILLS ELEMENTARY SCHOOL,PO BOX 310,TABOR,IA,51653,(712) 629-6555,MILLS COUNTY,Public,PK,6
100725,FREMONT-MILLS MIDDLE AND SENIOR HIGH SCHOOL,PO BOX 310,TABOR,IA,51653,(712) 629-2325,FREMONT COUNTY,Public,7,12
100724,FULTON ELEMENTARY SCHOOL,2540 CENTRAL AVE,DUBUQUE,IA,52001,(563) 552-3650,DUBUQUE COUNTY,Public,PK,5
100723,FUTURES ALTERNATIVE SCHOOL,727 W 3RD ST,BOONE,IA,50036,(515) 433-0885,BOONE COUNTY,Public,9,12
100722,GALVA-HOLSTEIN ELEMENTARY SCHOOL,PO BOX 320,HOLSTEIN,IA,51025,(712) 368-4353,IDA COUNTY,Public,PK,4
100721,RIDGE VIEW HIGH SCHOOL,519 EAST MAPLE STREET,HOLSTEIN,IA,51025,712-368-4353,IDA COUNTY,Public,9,12
100720,GALVA-HOLSTEIN UPPER ELEMENTARY,207 NOLL ST,GALVA,IA,51020,(712) 282-4213,IDA COUNTY,Public,5,8
100719,GARFIELD ELEMENTARY SCHOOL,901 S. 15TH,CLARINDA,IA,51632,(712) 542-4510,PAGE COUNTY,Public,PK,4
100718,GARFIELD ELEMENTARY SCHOOL,1409 WISCONSIN ST,MUSCATINE,IA,52761,(563) 263-6079,MUSCATINE COUNTY,Public,PK,1
100717,GARFIELD ELEMENTARY SCHOOL,1201 MAPLEWOOD DR NE,CEDAR RAPIDS,IA,52402,(319) 558-2169,LINN COUNTY,Public,PK,5
100716,GARFIELD ELEMENTARY SCHOOL,902 E 29TH ST,DAVENPORT,IA,52803,(563) 322-1922,SCOTT COUNTY,Public,KG,5
100715,GARFIELD ELEMENTARY SCHOOL,505 E. WALSH STREET,CENTERVILLE,IA,52544,(641) 856-0759,APPANOOSE COUNTY,Public,KG,3
100714,GARNER ELEMENTARY SCHOOL,PO BOX 449,GARNER,IA,50438,(641) 923-2831,HANCOCK COUNTY,Public,PK,5
100713,GARNER-HAYFIELD HIGH SCHOOL,PO BOX 449,GARNER,IA,50438,(641) 923-2632,HANCOCK COUNTY,Public,9,12
100712,GARNER-HAYFIELD MIDDLE SCHOOL,PO BOX 449,GARNER,IA,50438,(641) 923-2809,HANCOCK COUNTY,Public,6,8
100711,GARTON ELEMENTARY,2820 E 24TH ST,DES MOINES,IA,50317,(515) 242-8408,POLK COUNTY,Public,PK,5
100710,GEORGE ELEMENTARY SCHOOL,BOX 6,GEORGE,IA,51237,(712) 475-3675,LYON COUNTY,Public,PK,4
100709,GEORGE WASHINGTON CARVER,1505 LOGAN AVE,WATERLOO,IA,50703,(319) 433-2500,BLACK HAWK COUNTY,Public,6,8
100708,GEORGE WASHINGTON ELEMENTARY SCHOOL,116 N 8TH,KEOKUK,IA,52632,(319) 524-1953,LEE COUNTY,Public,1,5
100707,GEORGE WASHINGTON HIGH SCHOOL,2205 FOREST DR SE,CEDAR RAPIDS,IA,52403,(319) 558-2161,LINN COUNTY,Public,9,12
100706,GEORGE WASHINGTON MIDDLE SCHOOL,51 N GRANDVIEW AVE,DUBUQUE,IA,52001,(563) 552-4800,DUBUQUE COUNTY,Public,6,8
100705,GEORGE-LITTLE ROCK MIDDLE SCHOOL,BOX 247,LITTLE ROCK,IA,51243,(712) 479-2771,LYON COUNTY,Public,6,8
100704,GEORGE-LITTLE ROCK SENIOR HIGH SCHOOL,BOX 6,GEORGE,IA,51237,(712) 475-3311,LYON COUNTY,Public,9,12
100703,GERALD W KIRN MIDDLE SCHOOL,100 NORTH AVE,COUNCIL BLUFFS,IA,51503,(712) 328-6454,POTTAWATTAMIE COUNTY,Public,6,8
100702,GILBERT ELEMENTARY SCHOOL,109 ROTHMOOR,GILBERT,IA,50105,(515) 232-3744,STORY COUNTY,Public,KG,4
100701,GILBERT HIGH SCHOOL,103 MATHEWS DR,GILBERT,IA,50105,(515) 232-3738,STORY COUNTY,Public,9,12
100700,GILBERT MIDDLE SCHOOL,201 E. MATHEWS,GILBERT,IA,50105,(515) 232-0540,STORY COUNTY,Public,5,8
100699,GILMORE CITY-BRADGATE EL,402 SE E AVE,GILMORE CITY,IA,50541,(515) 373-6124,HUMBOLDT COUNTY,Public,3,5
100698,GLADBROOK ELEMENTARY SCHOOL,PO BOX 370,GLADBROOK,IA,50635,(641) 473-2875,TAMA COUNTY,Public,KG,2
100697,GLADBROOK-REINBECK HIGH SCHOOL,600 BLACKHAWK STREET,REINBECK,IA,50669,(319) 345-2921,GRUNDY COUNTY,Public,9,12
100696,GLADBROOK-REINBECK MIDDLE SCHOOL,PO BOX 370,GLADBROOK,IA,50635,(641) 473-2842,TAMA COUNTY,Public,5,8
100695,GLENWOOD MIDDLE SCHOOL,400 SIVERS ROAD,GLENWOOD,IA,51534,(712) 527-4887,MILLS COUNTY,Public,6,8
100694,GLENWOOD SENIOR HIGH SCHOOL,504 EAST SHARP STREET,GLENWOOD,IA,51534,(712) 527-4897,MILLS COUNTY,Public,9,12
100693,GLIDDEN-RALSTON ELEMENTARY SCHOOL,BOX 488,GLIDDEN,IA,51443,(712) 659-3863,CARROLL COUNTY,Public,PK,6
100692,GLIDDEN-RALSTON JR-SR HIGH SCHOOL,BOX 488,GLIDDEN,IA,51443,(712) 659-2205,CARROLL COUNTY,Public,7,12
100691,GMG ELEMENTARY SCHOOL,1710 WALLACE AVENUE,GREEN MOUNTAIN,IA,50632,(641) 474-2251,MARSHALL COUNTY,Public,PK,6
100690,GMG SECONDARY SCHOOL,306 PARK STREET,GARWIN,IA,50632,(641) 499-2005,TAMA COUNTY,Public,7,12
100689,GOODRELL MIDDLE SCHOOL,3300 E. 29TH STREET,DES MOINES,IA,50317,(515) 242-8444,POLK COUNTY,Public,6,8
100688,GORDON WILLARD ALTERNATIVE ED HIGH SCH,104 S 17 ST,FORT DODGE,IA,50501,(515) 576-7305,WEBSTER COUNTY,Public,9,12
100687,Graettinger-Terril Elementary,PO BOX 58,GRAETTINGER,IA,51342,(712) 859-3286,PALO ALTO COUNTY,Public,3,5
100686,Graettinger-Terril MS/HS,PO BOX 58,GRAETTINGER,IA,51342,(712) 859-3286,PALO ALTO COUNTY,Public,8,12
100685,GRAETTINGER-TERRIL MIDDLE SCHOOL,PO BOX 128,TERRIL,IA,51364,(712) 853-6112,DICKINSON COUNTY,Public,3,8
100684,SOUTHEAST WEBSTER GRAND MS,PO BOX 79,BOXHOLM,IA,50040,(515) 846-6214,BOONE COUNTY,Public,4,6
100683,GREENE COUNTY INTERMEDIATE,PO BOX 377,GRAND JUNCTION,IA,50107,(515) 738-5721,GREENE COUNTY,Public,6,8
100682,GRANT Elementary,520 SOUTH CLINTON STREET,ALBIA,IA,52531,(641) 932-2161,MONROE COUNTY,Public,1,2
100681,GRANT ELEMENTARY SCHOOL,705 BARRY AVE,MUSCATINE,IA,52761,(563) 263-7005,MUSCATINE COUNTY,Public,PK,5
100680,GRANT ELEMENTARY SCHOOL,254 OUTLOOK DR SW,CEDAR RAPIDS,IA,52404,(319) 558-2020,LINN COUNTY,Public,PK,1
100679,GRANT WOOD ELEMENTARY SCHOOL,645 26TH ST SE,CEDAR RAPIDS,IA,52403,(319) 558-2467,LINN COUNTY,Public,1,5
100678,GRANT WOOD ELEMENTARY SCHOOL,1423 HILLSIDE DR,BETTENDORF,IA,52722,(563) 359-8277,SCOTT COUNTY,Public,PK,5
100677,GRANT WOOD ELEMENTARY SCHOOL,1930 LAKESIDE DR,IOWA CITY,IA,52240,(319) 688-1180,JOHNSON COUNTY,Public,PK,6
100676,GREENE ELEMENTARY SCHOOL,PO BOX 190,GREENE,IA,50636,(641) 816-5629,BUTLER COUNTY,Public,PK,4
100675,GREENVIEW ALTERNATIVE SCHOOL,1405 4TH AVE SW,WAVERLY,IA,50677,(319) 352-9273,BREMER COUNTY,Public,9,12
100674,GREENWOOD ELEMENTARY SCHOOL,316 37TH STREET,DES MOINES,IA,50312,(515) 242-8410,POLK COUNTY,Public,PK,5
100673,GRINNELL COMMUNITY MIDDLE SCHOOL,132 EAST STREET SO.,GRINNELL,IA,50112,(641) 236-2750,POWESHIEK COUNTY,Public,5,8
100672,GRINNELL COMMUNITY SENIOR HIGH SCHOOL,1333 SUNSET ST,GRINNELL,IA,50112,(641) 236-2720,POWESHIEK COUNTY,Public,9,12
100671,GRISWOLD MIDDLE/HIGH SCHOOL,PO BOX 280,GRISWOLD,IA,51535,(712) 778-2154,CASS COUNTY,Public,6,12
100670,GRUNDY CENTER ELEMENTARY SCHOOL,903 9TH ST,GRUNDY CENTER,IA,50638,(319) 825-5461,GRUNDY COUNTY,Public,PK,5
100669,GRUNDY CENTER HIGH SCHOOL,1006 M AVE,GRUNDY CENTER,IA,50638,(319) 825-5449,GRUNDY COUNTY,Public,9,12
100668,GRUNDY CENTER LEARNING CENTER,802 J AVE,GRUNDY CENTER,IA,50638,(319) 825-6257,GRUNDY COUNTY,Public,9,12
100667,GRUNDY CENTER MIDDLE SCHOOL,1006 M AVE,GRUNDY CENTER,IA,50638,(319) 825-5464,GRUNDY COUNTY,Public,6,8
100666,GUNN ELEMENTARY SCHOOL,1735 NORTH BROADWAY,COUNCIL BLUFFS,IA,51503,(712) 328-6452,POTTAWATTAMIE COUNTY,Public,KG,5
100665,GUTHRIE CENTER ELEMENTARY SCHOOL,900 N 4TH ST,GUTHRIE CENTER,IA,50115,(641) 332-2720,GUTHRIE COUNTY,Public,PK,6
100664,GUTHRIE CENTER HIGH SCHOOL,906 SCHOOL ST,GUTHRIE CENTER,IA,50115,(641) 332-2236,GUTHRIE COUNTY,Public,9,12
100663,GUTHRIE CENTER JUNIOR HIGH SCHOOL,906 SCHOOL ST,GUTHRIE CENTER,IA,50115,(641) 332-2974,GUTHRIE COUNTY,Public,7,8
100662,H-L-V ELEMENTARY SCHOOL,PO BOX B,VICTOR,IA,52347,(319) 647-2161,IOWA COUNTY,Public,PK,6
100661,H-L-V JUNIOR-SENIOR HIGH SCHOOL,PO BOX B,VICTOR,IA,52347,(319) 647-2161,IOWA COUNTY,Public,7,12
100660,HAMBURG JUNIOR-SENIOR HIGH SCHOOL,105 E ST,HAMBURG,IA,51640,(712) 382-2703,FREMONT COUNTY,Public,7,12
100659,HAMILTON REGIONAL HS HIGH SCHOOL,1725 BEACH ST,WEBSTER CITY,IA,50595,(515) 832-1632,HAMILTON COUNTY,Public,9,12
100658,HAMPTON-DUMONT HIGH SCHOOL,PO BOX 336,HAMPTON,IA,50441,(641) 456-4893,FRANKLIN COUNTY,Public,9,12
100657,HAMPTON-DUMONT MIDDLE SCHOOL,601 12TH AVE NE,HAMPTON,IA,50441,(641) 456-4735,FRANKLIN COUNTY,Public,4,8
100656,HANAWALT ELEMENTARY,225 56TH STREET,DES MOINES,IA,50312,(515) 242-8411,POLK COUNTY,Public,PK,5
100655,HARDING ELEMENTARY SCHOOL,1239 N RHODE ISLAND AVE,MASON CITY,IA,50401,(641) 421-4406,CERRO GORDO COUNTY,Public,KG,5
100654,HARDING MIDDLE SCHOOL,203 E EUCLID AVE,DES MOINES,IA,50313,(515) 242-8445,POLK COUNTY,Public,6,8
100653,HARDING MIDDLE SCHOOL,4801 GOLF ST NE,CEDAR RAPIDS,IA,52402,(319) 558-2254,LINN COUNTY,Public,6,8
100652,HARLAN COMMUNITY HIGH SCHOOL,2102 DURANT,HARLAN,IA,51537,(712) 755-3101,SHELBY COUNTY,Public,9,12
100651,HARLAN COMMUNITY MIDDLE SCHOOL,2108 DURANT STREET,HARLAN,IA,51537,(712) 755-3196,SHELBY COUNTY,Public,6,8
100650,HARLAN ELEMENTARY SCHOOL,400 E. MADISON ST.,MOUNT PLEASANT,IA,52641,(319) 385-7762,HENRY COUNTY,Public,KG,5
100649,HARLAN ELEMENTARY SCHOOL,412 2ND AVE NW,OELWEIN,IA,50662,(319) 283-2726,FAYETTE COUNTY,Public,2,2
100648,HARMONY ELEMENTARY SCHOOL,602 EIGHTH STREET,BONPARTE,IA,52620,(319) 592-3235,VAN BUREN COUNTY,Public,PK,6
100647,HARMONY JR. SR. HIGH,33727 ROUTE J40,FARMINGTON,IA,52626,(319) 592-3192,VAN BUREN COUNTY,Public,7,12
100646,Harris-Lake Park Elementary,BOX 277,LAKE PARK,IA,51347,(712) 832-3437,DICKINSON COUNTY,Public,3,5
100645,Harris-Lake Park MS & HS,BOX 8,LAKE PARK,IA,51347,(712) 832-3809,DICKINSON COUNTY,Public,6,12
100644,HARRISON ELEMENTARY SCHOOL,1310 11TH ST NW,CEDAR RAPIDS,IA,52405,(319) 558-2269,LINN COUNTY,Public,PK,5
100643,HARRISON ELEMENTARY SCHOOL,1032 W 53RD ST,DAVENPORT,IA,52806,(563) 391-3113,SCOTT COUNTY,Public,KG,5
100642,HARRY S TRUMAN SCHOOL,5506 N PINE,DAVENPORT,IA,52806,(563) 386-6450,SCOTT COUNTY,Public,PK,5
100641,HARTFORD UPPER ELEMENTARY,500 N. VINE,HARTFORD,IA,50118,(515) 989-0316,WARREN COUNTY,Public,4,5
100640,HARTLEY-MELVIN-SANBORN ELEMENTARY SCHOOL,240 1ST ST SE,HARTLEY,IA,51346,(712) 928-2020,O'BRIEN COUNTY,Public,PK,4
100639,HARTLEY-MELVIN-SANBORN HIGH SCHOOL,PO BOX 206,HARTLEY,IA,51346,(712) 928-3406,O'BRIEN COUNTY,Public,9,12
100638,HARTLEY-MELVIN-SANBORN MIDDLE SCHOOL,P.O. BOX 557,SANBORN,IA,51248,(712) 930-3281,O'BRIEN COUNTY,Public,5,8
100637,HAWARDEN ELEMENTARY SCHOOL,806 13TH ST,HAWARDEN,IA,51023,(712) 551-1454,SIOUX COUNTY,Public,PK,5
100636,HAWKEYE ELEMENTARY SCHOOL,PO BOX 9,HAWKEYE,IA,52147,(563) 427-3216,FAYETTE COUNTY,Public,PK,2
100635,HAWTHORNE ELEMENTARY SCHOOL,2940 DECATUR ST,KEOKUK,IA,52632,(319) 524-3503,LEE COUNTY,Public,PK,5
100634,HAYES ELEMENTARY SCHOOL,622 S CONCORD ST,DAVENPORT,IA,52802,(563) 322-2601,SCOTT COUNTY,Public,PK,5
100633,HELEN A HANSEN ELEMENTARY SCHOOL,616 HOLMES DR,CEDAR FALLS,IA,50613,(319) 553-2775,BLACK HAWK COUNTY,Public,PK,6
100632,HELEN LEMME ELEMENTARY SCHOOL,3100 WASHINGTON ST,IOWA CITY,IA,52245,(319) 688-1125,JOHNSON COUNTY,Public,PK,6
100631,HEMPSTEAD HIGH SCHOOL,3715 PENNSYLVANIA AVE,DUBUQUE,IA,52002,(563) 552-5200,DUBUQUE COUNTY,Public,9,12
100630,HENRY A WALLACE ELEMENTARY SCHOOL,PO BOX 10,JOHNSTON,IA,50131,(515) 278-6977,POLK COUNTY,Public,PK,5
100629,HERBERT HOOVER ELEMENTARY SCHOOL,3223 SOUTH HAMPTON DRIVE,BETTENDORF,IA,52722,(563) 332-8636,SCOTT COUNTY,Public,PK,5
