480789000117, ALLEN H S, Public, (972) 727-0400, 9, 12, 75002
480013912365, TEKOA ACADEMY OF ACCELERATED STUDIES, Public, (409) 982-5400, 9, 12, 77640
480013912116, TEKOA ACADEMY OF ACCELERATED STUDIES - ORANGE, Public, (409) 982-5400, PK, 5, 77640
01645456, UNITED CHRISTIAN ACADEMY, Private, (409) 985-9345, KG, 12, 77640
483540007663, JEFFERSON CO YOUTH ACAD, Public, (409) 720-4019, 6, 11, 77641
483540012143, PERFORMING ARTS SCHOOL OF TECHNOLOGY, Public, (409) 989-6244, PK, 12, 77641
483540008675, PORT ARTHUR ALTERNATIVE CENTER, Public, (409) 984-8650, 6, 12, 77641
483540012209, STAFF SERGEANT LUCIAN ADAMS EL, Public, (409) 989-6287, PK, 5, 77641
483540012349, WASHINGTON EL, Public, (409) 984-8600, PK, 5, 77641
480141012450, BOB HOPE SCHOOL, Public, (409) 351-1080, 6, 12, 77642
483540004003, HOUSTON EL, Public, (409) 984-4800, PK, 5, 77642
483540004001, JEFFERSON MIDDLE, Public, (409) 984-4860, 6, 8, 77642
483540004007, LEE EL, Public, (409) 984-8300, PK, 5, 77642
483540009317, MEMORIAL H S, Public, (409) 984-4000, 9, 12, 77642
483540009314, STILWELL TECH CTR/CATE, Public, (409) 984-4750, 10, 12, 77642
483543004022, TAFT EL, Public, (409) 962-2262, KG, 3, 77642
483540004011, TRAVIS EL, Public, (409) 984-4700, PK, 5, 77642
483540004012, TYRRELL EL, Public, (409) 984-4660, PK, 5, 77642
483540004014, WHEATLEY SCHOOL OF EARLY CHILDHOOD PROGRAMS, Public, (409) 984-8750, PK,PK,77642
A0702263, RIDGEWOOD CHRISTIAN SCHOOL, Private, (409) 729-6000, PK, 12, 77642
01323392, ST CATHERINE OF SIENA SCHOOL, Private, (409) 962-3011, PK, 8, 77642
483543007363, ALTER SCH, Public, (409) 722-5924, 7, 12, 77651
483543004018, PORT NECHES EL, Public, (409) 722-2262, 4, 5, 77651
483543004019, PORT NECHES MIDDLE, Public, (409) 722-8115, 6, 8, 77651
483543004020, PORT NECHES-GROVES H S, Public, (409) 729-7644, 9, 12, 77651
483543004021, RIDGEWOOD EL, Public, (409) 722-7641, KG, 3, 77651
483543004024, WOODCREST EL, Public, (409) 724-2309, KG, 3, 77651
483849010854, JEFFERSON CO J J A E P, Public, (409) 971-2321, N ,N ,77655
483849004285, SABINE PASS SCHOOL, Public, (409) 971-2321, PK, 12, 77655
480967012447, CHARLTON-POLLARD EL, Public, (409) 617-6150, N ,N ,77701
480967005595, DUNBAR EL, Public, (409) 617-6075, PK, 5, 77701
480967004642, FLETCHER EL, Public, (409) 617-6100, PK, 5, 77701
480967004641, M L KING MIDDLE, Public, (409) 617-5850, 6, 8, 77701
480967012376, NEW FEHL/PRICE, Public, (409) 617-5000, N ,N ,77701
480967005959, OGDEN EL, Public, (409) 617-6150, PK, 5, 77701
480967004637, CENTRAL SENIOR H S, Public, (409) 617-5300, 9, 12, 77702
480967008676, O C TAYLOR CTR, Public, (409) 617-5740, 9, 12, 77702
01323494, ST ANNE CATHOLIC SCHOOL, Private, (409) 832-5939, PK, 8, 77702
480967012433, DR MAE E JONES-CLARK EL, Public, (409) 832-6631, N ,N ,77703
480967005957, FIELD EL, Public, (409) 617-6325, PK, 5, 77703
480967004644, FRENCH EL, Public, (409) 832-6631, PK, 5, 77703
480967012562, LUCAS PK, Public, (409) 617-6450, PK,PK,77703
480967012429, MARTIN EL, Public, (409) 617-6425, PK, 5, 77703
480967006510, PATHWAYS LEARNING CTR, Public, (409) 617-5700, PK, 12, 77703
480967007976, PAUL A BROWN ALTERNATIVE CENTER, Public, (409) 617-5720, 9, 12, 77703
480967004639, SMITH MIDDLE, Public, (409) 617-5825, 6, 8, 77703
01915119, CATHEDRAL CHRISTIAN SCHOOL, Private, (409) 892-1503, KG, 6, 77703
A0303146, THE MONTESSORI SCHOOL ON 11TH STREET, Private, (409) 899-5002, PK, KG, 77703
480022208678, AL PRICE STATE JUVENILE CORRECTIONAL FACILITY, Public, (409) 749-6127, 9, 12, 77705
480967012566, BINGMAN PK, Public, (409) 617-5000, N ,N ,77705
480967012437, BLANCHETTE EL, Public, (409) 617-6300, PK, 5, 77705
480967005956, FEHL EL, Public, (409) 617-6400, PK, 5, 77705
482232002237, HAMSHIRE-FANNETT EL, Public, (409) 794-1412, PK, 3, 77705
482232021382, HAMSHIRE-FANNETT INT, Public, (409) 794-1558, 4, 6, 77705
482232002240, HAMSHIRE-FANNETT MIDDLE, Public, (409) 794-2361, 7, 8, 77705
482232008311, JEFFERSON CO J J A E P, Public, (409) 720-4024, 10, 11, 77705
483543008310, JEFFERSON CO J J A E P, Public, (409) 720-4079, 7, 11, 77705
483228007662, JEFFERSON CO YOUTH ACAD, Public, (409) 720-4079, 9, 10, 77705
480967007364, JEFFERSON CO YOUTH ACAD, Public, (409) 720-4078, 6, 10, 77705
480967005954, ODOM MIDDLE, Public, (409) 617-5925, 6, 8, 77705
480967007664, OZEN H S, Public, (409) 617-5400, 9, 12, 77705
480967007365, PIETZSCH/MAC ARTHUR EL, Public, (409) 617-6475, PK, 5, 77705
480967005960, PRICE EL, Public, (409) 617-6375, PK, 5, 77705
480967006219, SOUTH PARK MIDDLE, Public, (409) 617-5875, 6, 8, 77705
480967021379, SOUTHERLAND PK, Public, (409) 617-6200, PK,PK,77705
01323508, OUR MOTHER OF MERCY CATHOLIC SCHOOL, Private, (409) 842-5534, PK, 6, 77705
480967004640, AUSTIN MIDDLE, Public, (409) 617-5800, 6, 8, 77706
480967004635, CURTIS EL, Public, (409) 617-6050, PK, 5, 77706
480021012507, HARMONY SCIENCE ACADEMY - BEAUMONT, Public, (409) 838-4000, KG, 11, 77706
480967005953, MARSHALL MIDDLE, Public, (409) 617-5900, 6, 8, 77706
480967005961, REGINA HOWELL EL, Public, (409) 617-6190, PK, 5, 77706
480967005951, WEST BROOK SR H S, Public, (409) 617-5500, 9, 12, 77706
480967004631, AMELIA EL, Public, (409) 617-6000, PK, 5, 77707
480967004634, CALDWOOD EL, Public, (409) 617-6025, PK, 5, 77707
480967007977, DISHMAN EL, Public, (409) 617-6250, PK, 5, 77707
480967007011, VINCENT MIDDLE, Public, (409) 617-5950, 6, 8, 77707
01323519, MONSIGNOR KELLY CATHOLIC HIGH SCHOOL, Private, (409) 866-2351, 9, 12, 77707
480967005958, GUESS EL, Public, (409) 617-6125, PK, 5, 77708
480967006824, HOMER DR EL, Public, (409) 617-6225, PK, 5, 77708
A0503378, LEGACY CHRISTIAN ACADEMY, Private, (409) 924-0500, 6, 12, 77713
480022108673, EHRHART SCHOOL, Public, (409) 839-8200, PK, 8, 77726
01326021, ALL SAINTS EPISCOPAL SCHOOL, Private, (409) 892-1755, PK, 8, 77726
480001106201, ALVARADO EL-NORTH, Public, (817) 783-6863, PK, 3, 76009
480001100130, ALVARADO EL-SOUTH, Public, (817) 783-6880, PK, 3, 76009
480001100128, ALVARADO H S, Public, (817) 783-6940, 9, 12, 76009
480001107367, ALVARADO INT, Public, (817) 783-6825, 4, 8, 76009
480001100129, ALVARADO J H, Public, (817) 783-6840, 7, 8, 76009
480001103090, LILLIAN EL, Public, (817) 783-6815, PK, 3, 76009
481218011448, ANN BROCK EL AT OAK GROVE, Public, (817) 245-3800, PK, 5, 76028
481218009319, BRANSOM EL, Public, (817) 245-3600, PK, 5, 76028
481218012263, BURLESON CENTENNIAL H S, Public, (817) 245-0250, 9, 10, 76028
481218000715, BURLESON H S, Public, (817) 245-0000, 9, 12, 76028
481218007978, CROSSROADS H S, Public, (817) 245-0500, 9, 12, 76028
481218000716, FRAZIER EL, Public, (817) 245-3000, PK, 5, 76028
481218000720, HUGHES MIDDLE, Public, (817) 245-0600, 6, 10, 76028
481218012251, IRENE CLINKSCALE EL, Public, (817) 245-3900, PK, 5, 76028
481218006227, JACK TAYLOR EL, Public, (817) 245-3200, PK, 5, 76028
481218010856, JOHNSON COUNTY JJAEP, Public, (817) 245-1000, 8, 10, 76028
481218011540, JUDY HAJEK EL, Public, (817) 245-3700, PK, 5, 76028
481218000717, MOUND EL, Public, (817) 245-3100, PK, 5, 76028
481218008855, NICK KERR MIDDLE, Public, (817) 245-0750, 6, 9, 76028
482493008857, NORTH JOSHUA EL, Public, (817) 202-2500, PK, 6, 76028
481218000719, NORWOOD EL, Public, (817) 245-3400, PK, 5, 76028
482892003270, TARVER-RENDON EL, Public, (817) 299-7880, PK, 4, 76028
481218008856, THE ACADEMY AT NOLA DUNN, Public, (817) 245-3300, KG, 5, 76028
481218007979, WILLIAM STRIBLING EL, Public, (817) 245-3500, PK, 5, 76028
01635492, BOULEVARD BAPTIST CHRISTIAN SCHOOL, Private, (817) 295-4342, PK, 12, 76028
01635266, BURLESON ADVENTIST SCHOOL, Private, (817) 295-6812, PK, 8, 76028
A0509167, ST MATTHEW CHRISTIAN SCHOOL, Private, (817) 447-2223, PK, KG, 76028
481431000916, ADAMS EL, Public, (817) 202-2000, KG, 5, 76031
482096010863, GODLEY JJAEP, Public, (817) 389-2265, 10,10,76031
481431000922, IRVING EL, Public, (817) 202-2100, PK, 5, 76031
481431008680, J J A E P, Public, (817) 556-6070, 8, 9, 76031
480001110855, JUVENILE JUSTICE ALTERNATIVE, Public, (817) 556-6070, N ,N ,76031
483720008681, RIO VISTA ISD JJAEP, Public, (817) 556-6880, N ,N ,76031
481431011903, SANTA FE EL, Public, (817) 202-2300, PK, 5, 76031
481431001614, TEAM SCH, Public, (817) 202-2160, 9, 12, 76031
481431000921, AD WHEAT MIDDLE, Public, (817) 202-1300, 6, 8, 76033
481431000917, CLEBURNE H S, Public, (817) 202-1200, 9, 12, 76033
481431000919, COLEMAN EL, Public, (817) 202-2030, PK, 5, 76033
481431009563, COOKE EL, Public, (817) 202-2060, PK, 5, 76033
481431006079, GERARD EL, Public, (817) 202-2130, PK, 5, 76033
481431000918, LOWELL SMITH JR MIDDLE, Public, (817) 202-1500, 6, 8, 76033
481431000920, MARTI EL, Public, (817) 202-1650, PK, 5, 76033
A0702196, CLEBURNE ADVENTIST CHRISTIAN SCHOOL, Private, (817) 645-4300, KG, 8, 76033
01615523, CLEBURNE CHRISTIAN ACADEMY, Private, (817) 641-2857, PK, 8, 76033
482096002089, GODLEY EL, Public, (817) 389-3838, PK, 2, 76044
482096002090, GODLEY H S, Public, (817) 389-2265, 9, 12, 76044
482096008858, GODLEY INT, Public, (817) 389-2383, 3, 5, 76044
482096006111, GODLEY MIDDLE, Public, (817) 389-2121, 6, 10, 76044
482096012629, JCSSA, Public, (817) 373-3250, N ,N ,76044
482154011289, ALTER LEARNING CTR, Public, (817) 866-3320, 12,12,76050
482154002170, GRANDVIEW EL, Public, (817) 866-2473, PK, 2, 76050
482154002171, GRANDVIEW H S, Public, (817) 866-3320, 9, 12, 76050
482154009320, GRANDVIEW INT, Public, (817) 866-2701, 3, 5, 76050
482154010858, GRANDVIEW ISD JJAEP, Public, (817) 866-2450, 7, 9, 76050
482154005735, GRANDVIEW J H, Public, (817) 866-2492, 6, 8, 76050
482493006126, A G ELDER EL, Public, (817) 202-2500, PK, 6, 76058
482493010859, CADDO GROVE EL, Public, (817) 202-2500, PK, 6, 76058
482493002780, H D STAPLES EL, Public, (817) 202-2500, PK, 6, 76058
482493009562, JOHNSON COUNTY J J A E P, Public, (817) 202-2500, 8, 11, 76058
482493002781, JOSHUA H S, Public, (817) 202-2500, 10, 12, 76058
482493012316, JOSHUA H S NINTH GRADE CAMPUS, Public, (817) 202-2500, 9,9,76058
482493007013, NEW HORIZON H S, Public, (817) 202-2500, 9, 12, 76058
482493007666, PLUM CREEK EL, Public, (817) 202-2500, PK, 6, 76058
482493002782, R C LOFLIN MIDDLE, Public, (817) 202-2500, 7, 8, 76058
A9106478, JOSHUA ADVENTIST MULTIGRADE SCHOOL, Private, (817) 556-2109, PK, 8, 76058
482523007014, ALTER LEARNING CTR, Public, (817) 774-5370, 9, 12, 76059
480001108679, ALTERNATIVE LEARNING CENTER, Public, (817) 774-5370, N ,N ,76059
482096010862, GODLEY ALTERNATIVE, Public, (817) 645-2688, N ,N ,76059
482523002819, KEENE EL, Public, (817) 774-5320, PK, 5, 76059
482523006727, KEENE J H, Public, (817) 774-5270, 6, 8, 76059
482523010860, KEENE JJAEP, Public, (817) 774-5370, 9,9,76059
482523006726, KEENE WANDA R SMITH H S, Public, (817) 774-5220, 9, 12, 76059
01329838, CHISHOLM TRAIL ACADEMY, Private, (817) 641-6626, 9, 12, 76059
01329962, KEENE ADVENTIST ELEMENTARY SCHOOL, Private, (817) 645-9125, PK, 8, 76059
484401010861, JUVENILE JUSTICE ALTERNATIVE ED PROGRAM/VENUS, Public, (972) 366-3448, N ,N ,76084
484401004992, VENUS EL, Public, (972) 366-3748, 1, 5, 76084
484401004993, VENUS H S, Public, (972) 366-8815, 7, 12, 76084
484401007015, VENUS MIDDLE, Public, (972) 366-3358, 6, 8, 76084
484401008313, VENUS PRI, Public, (972) 366-3268, PK, 1, 76084
483720004186, RIO VISTA EL, Public, (817) 373-2151, PK, 4, 76093
483720004187, RIO VISTA H S, Public, (817) 373-2669, 9, 12, 76093
483720006468, RIO VISTA MIDDLE, Public, (817) 373-2009, 5, 8, 76093
K9305948, HOLY CROSS CHRISTIAN ACADEMY, Private, (817) 295-6307, PK, 7, 76097
481551012027, BARBARA WALKER EL, Public, (972) 427-6000, KG, 6, 75114
481551007370, CRANDALL ALTER CTR, Public, (972) 427-6000, 10, 12, 75114
481551001123, CRANDALL H S, Public, (972) 427-6000, 9, 12, 75114
481551001124, CRANDALL MIDDLE, Public, (972) 427-6000, 7, 8, 75114
481551007052, NOLA KATHRYN WILSON EL, Public, (972) 427-6040, KG, 6, 75114
481551001122, W A MARTIN EL, Public, (972) 427-6000, PK, 6, 75114
481956008683, A E P, Public, (972) 564-4055, 6, 12, 75126
481956010869, BLACKBURN ELEMENTARY SCHOOL, Public, (972) 564-7008, PK, 6, 75126
481956010868, BROWN MIDDLE, Public, (972) 564-3967, 7, 8, 75126
481956010870, CROSBY ELEMENTARY, Public, (972) 564-7002, PK, 6, 75126
481956001810, FORNEY H S, Public, (972) 564-3890, 9, 12, 75126
481956009557, HENDERSON EL, Public, (972) 564-7100, PK, 6, 75126
481956001809, JOHNSON ELEMENTARY, Public, (972) 564-3397, KG, 6, 75126
481956006253, KATHRYN WOLFE CRISWELL ELEMENTARY, Public, (972) 564-1609, PK, 6, 75126
481956008684, L E CLAYBON EL, Public, (972) 564-7023, KG, 6, 75126
481956011290, LEWIS EL, Public, (972) 564-7102, PK, 6, 75126
481956011554, MARGARET TAYLOR SMITH ELEMENTARY, Public, (469) 762-4158, PK, 6, 75126
481956011501, NELL HILL RHEA ELEMENTARY, Public, (469) 762-4157, PK, 6, 75126
481956010867, NORTH FORNEY H S, Public, (469) 762-4159, 9, 11, 75126
481956001811, WARREN MIDDLE, Public, (469) 762-4156, 7, 8, 75126
482520009321, ALTERNATIVE LEARNING CENTER, Public, (972) 932-8789, 9, 12, 75142
482520009572, HELEN EDWARD EARLY CHILDHOOD CENTER, Public, (972) 932-0800, PK, KG, 75142
482520002816, KAUFMAN H S, Public, (972) 932-2811, 9, 12, 75142
480010208751, LEGACY H S, Public, (972) 962-0306, 7, 12, 75142
482520002818, LUCILLE NASH INTERMEDIATE, Public, (972) 932-6415, 5, 6, 75142
482520005754, MONDAY PRIMARY, Public, (972) 932-3513, 1, 2, 75142
482520002817, NORMAN J H, Public, (972) 932-2410, 7, 8, 75142
482520002815, PHILLIPS ELEMENTARY, Public, (972) 932-4500, 3, 4, 75142
A9300904, KAUFMAN CHRISTIAN SCHOOL, Private, (972) 932-6111, PK, 6, 75142
482868007372, CENTRAL EL, Public, (903) 880-1380, PK, 4, 75147
482868007374, LAKEVIEW EL, Public, (903) 880-1360, KG, 4, 75147
482868010872, MABANK ACADEMY, Public, (903) 880-1600, 8, 12, 75147
482922011074, MABANK DAEP, Public, (903) 880-1300, N ,N ,75147
482868009322, MABANK DAEP, Public, (903) 880-1600, KG, 12, 75147
482868003248, MABANK H S, Public, (903) 880-1600, 9, 12, 75147
482868011779, MABANK INT, Public, (903) 880-1640, 5, 6, 75147
482868003249, MABANK J H, Public, (903) 880-1670, 7, 8, 75147
482868007373, SOUTHSIDE EL, Public, (903) 880-1340, KG, 4, 75147
483957010873, SCURRY-ROSSER ALTER, Public, (972) 452-8823, N ,N ,75158
483957004496, SCURRY-ROSSER EL, Public, (972) 452-8823, PK, 4, 75158
483957004497, SCURRY-ROSSER H S, Public, (972) 452-8823, 9, 12, 75158
483957006174, SCURRY-ROSSER MIDDLE, Public, (972) 452-8823, 5, 8, 75158
484245007016, DR BRUCE WOOD EL, Public, (972) 563-3750, 3, 6, 75160
484245004843, HERMAN FURLOUGH JR MIDDLE, Public, (972) 563-7501, 7, 8, 75160
484245004842, J W LONG EL, Public, (972) 563-1448, 3, 6, 75160
484245004839, KENNEDY EL, Public, (972) 563-1443, 1, 2, 75160
484245012620, TERRELL ALTERNATIVE EDUCATION CENTER/PHOENIX SCH, Public, (972) 563-6319, 9, 12, 75160
484245004841, TERRELL H S, Public, (972) 563-7525, 9, 12, 75160
484245005604, TISD CHILD & ADOLESCENT SCHOOL, Public, (972) 551-8960, 1, 12, 75160
484245004840, W H BURNETT EL, Public, (972) 563-1452, PK, KG, 75160
A9707957, FIRST PRESBYTERIAN CHURCH KINDERGARTEN, Private, (972) 563-3562, PK, KG, 75160
A9707906, METHODIST DAY SCHOOL, Private, (972) 563-6274, PK, KG, 75160
A0503460, POETRY COMMUNITY CHRISTIAN SCHOOL, Private, (972) 563-7227, KG, 12, 75160
481071012014, BOERNE - SAMUEL V CHAMPION H S, Public, (830) 357-2600, 9, 12, 78006
481071008686, BOERNE ALTER SCH, Public, (830) 357-2935, KG, 12, 78006
481071000535, BOERNE H S, Public, (830) 357-2200, 9, 12, 78006
481071000537, BOERNE MIDDLE NORTH, Public, (830) 357-3100, 7, 8, 78006
481071008859, BOERNE MIDDLE SOUTH, Public, (830) 357-3300, 7, 8, 78006
481071011291, CIBOLO CREEK EL, Public, (830) 357-4400, PK, 6, 78006
481071000538, CURINGTON EL, Public, (830) 357-4000, PK, 6, 78006
481071006367, FABRA EL, Public, (830) 357-4200, PK, 6, 78006
481071008860, KENDALL EL, Public, (830) 357-4600, KG, 6, 78006
480140412137, MEADOWLAND CHARTER SCHOOL, Public, (210) 340-8077, 7, 12, 78006
481071008685, MEADOWLANDS, Public, (830) 816-2425, KG, 12, 78006
481071011292, NEW EL, Public, (830) 357-2000, N ,N ,78006
A9504039, HILL COUNTRY MONTESSORI SCHOOL, Private, (830) 229-5377, PK, KG, 78006
481479000978, COMFORT EL, Public, (830) 995-6410, PK, 5, 78013
481479000979, COMFORT H S, Public, (830) 995-6430, 9, 12, 78013
481479004860, COMFORT MIDDLE, Public, (830) 995-6420, 6, 8, 78013
481335011521, BROAD HORIZONS H S, Public, (830) 634-6104, 7, 12, 78010
481335007056, CENTER POINT AEP, Public, (830) 634-2244, KG, 12, 78010
481335000836, CENTER POINT EL, Public, (830) 634-2257, PK, 5, 78010
481335000837, CENTER POINT H S, Public, (830) 634-2244, 9, 12, 78010
481335007375, CENTER POINT MIDDLE, Public, (830) 634-2533, 6, 8, 78010
482397002652, HUNT SCHOOL, Public, (830) 238-4893, PK, 8, 78024
482421002699, INGRAM EL, Public, (830) 367-5751, PK, 6, 78025
482421007017, INGRAM MIDDLE, Public, (830) 367-4012, 7, 9, 78025
482421005510, INGRAM-TOM MOORE H S, Public, (830) 367-4111, 9, 12, 78025
482559001629, B T WILSON SIXTH GRADE SCHOOL, Public, (830) 257-2207, 6,6,78028
482559002848, DANIELS EL, Public, (830) 257-2208, KG, 5, 78028
482559007376, EARLY CHILDHOOD CENTER, Public, (830) 257-1335, PK, KG, 78028
482559009323, FRED H TALLY ELEMENTARY, Public, (830) 257-2222, KG, 5, 78028
482559004892, HILL COUNTRY HIGH SCHOOL, Public, (830) 257-2232, 9, 12, 78028
482559007057, K C J D C, Public, (830) 257-2232, 8, 12, 78028
482559008963, KERRVILLE DISCIPLINARY ALTERNATIVE SCHOOL, Public, (830) 257-2232, 5, 12, 78028
482559002852, NIMITZ EL, Public, (830) 257-2209, KG, 5, 78028
482559002850, PETERSON MIDDLE, Public, (830) 257-2204, 6, 9, 78028
482559002851, STARKEY EL, Public, (830) 257-2210, KG, 5, 78028
482559002853, TIVY H S, Public, (830) 257-2212, 9, 12, 78028
02061833, GRACE CHRISTIAN SCHOOL, Private, (830) 896-1783, 1, 12, 78028
AA000579, HILL COUNTRY SEVENTH-DAY ADVENTIST SCHOOL, Private, (830) 257-3903, KG, 6, 78028
01327444, HOLY CROSS LUTHERAN SCHOOL, Private, (830) 257-4433, PK, 5, 78028
01322195, NOTRE DAME CATHOLIC SCHOOL, Private, (830) 257-6707, PK, 8, 78028
A0503455, OUR LADY OF THE HILLS REG CATHOLIC HIGH SCHOOL, Private, (830) 895-0501, 9, 12, 78028
02061822, ST PETER'S EPISCOPAL SCHOOL, Private, (830) 257-0257, PK, KG, 78028
481719001490, DIVIDE EL, Public, (830) 640-3322, PK, 6, 78058
482502002795, JUNCTION EL, Public, (325) 446-2055, PK, 5, 76849
482502002796, JUNCTION H S, Public, (325) 446-3326, 9, 12, 76849
482502002797, JUNCTION MIDDLE, Public, (325) 446-2464, 6, 8, 76849
483197003552, MUNDAY EL, Public, (940) 422-4321, PK, 6, 76371
483197003553, MUNDAY SECONDARY, Public, (940) 422-4321, 7, 12, 76371
483574004045, BLOSSOM EL, Public, (903) 982-5230, PK, 5, 75416
483574004047, DEPORT EL, Public, (903) 652-3325, PK, 5, 75435
483429005567, AIKIN EL, Public, (903) 737-7443, KG, 4, 75460
483301007671, BAILEY INT, Public, (903) 737-7971, 4, 5, 75460
483301003666, CECIL EVERETT EL, Public, (903) 737-2061, 2, 3, 75460
483429012578, CROCKETT INT, Public, (903) 737-7450, 5, 6, 75460
483301003668, FRANK STONE MIDDLE, Public, (903) 737-2041, 6, 8, 75460
483429003813, GIVENS EARLY CHILDHOOD CENTER, Public, (903) 737-7466, PK,PK,75460
483429003814, JUSTISS EL, Public, (903) 737-7458, KG, 4, 75460
483429008317, LAMAR COUNTY HEAD START, Public, (903) 737-7469, PK,PK,75460
483301008965, LAMAR DELTA ALTER, Public, (903) 737-7963, N ,N ,75460
483301003667, NORTH LAMAR H S, Public, (903) 737-2011, 9, 12, 75460
483429010874, PARIS DAEP, Public, (903) 737-7560, KG, 12, 75460
483429003815, PARIS H S, Public, (903) 737-7400, 9, 12, 75460
483429003816, PARIS J H, Public, (903) 737-7434, 7, 8, 75460
483429008964, SPECIAL SERVICES, Public, (903) 737-7494, PK, 12, 75460
483301006768, W L HIGGINS EL, Public, (903) 737-2081, PK, 1, 75460
A9707924, CENTRAL PRESBYTERIAN DAY SCHOOL, Private, (903) 784-0829, PK, KG, 75460
A0503495, TRINITY CHRISTIAN ACADEMY, Private, (903) 785-9557, PK, 12, 75460
480001201430, CHISUM EL, Public, (903) 737-2820, PK, 5, 75462
480001201431, CHISUM H S, Public, (903) 737-2800, 9, 12, 75462
480001204908, CHISUM MIDDLE, Public, (903) 737-2806, 6, 8, 75462
483574004048, PRAIRILAND H S, Public, (903) 652-5681, 9, 12, 75468
483574010875, PRAIRILAND JR HIGH, Public, (903) 652-5681, 6, 8, 75468
483301003665, AARON PARKER EL, Public, (903) 732-3066, PK, 5, 75473
483816004262, ROXTON H S, Public, (903) 346-3213, PK, 12, 75477
482664007378, HANNA SPRINGS EL, Public, (512) 556-2152, PK, 5, 76550
482664003000, KLINE WHITIS EL, Public, (512) 556-8291, PK, 5, 76550
482664002998, LAMPASAS H S, Public, (512) 564-2310, 9, 12, 76550
482664002999, LAMPASAS MIDDLE, Public, (512) 556-3101, 6, 9, 76550
482664012241, TAYLOR CREEK EL, Public, (512) 564-2585, PK, 5, 76550
A9707947, FIRST BAPTIST PRESCHOOL & KINDERGARTEN, Private, (512) 534-1216, PK, KG, 76550
482796003134, LOMETA SCHOOL, Public, (512) 752-3384, PK, 12, 76853
480023512160, WILLIAMS HOUSE, Public, (512) 752-3952, KG, 12, 76853
481540012423, BIGFOOT ALTERNATIVE CENTER, Public, (830) 879-3073, 8, 11, 78014
481540001114, COTULLA H S, Public, (830) 879-2374, 9, 12, 78014
481540001115, ENCINAL EL, Public, (956) 948-5324, PK, 5, 78014
481540006383, FRANK NEWMAN MIDDLE, Public, (830) 879-2224, 6, 8, 78014
481540006384, RAMIREZ-BURKS EL, Public, (830) 879-2511, PK, 5, 78014
481889001764, EZZELL EL, Public, (361) 798-4448, PK, 8, 77964
484425010879, G O A L S PROGRAM, Public, (361) 798-4118, N ,N ,77964
482212002222, HALLETTSVILLE EL, Public, (361) 798-2242, PK, 4, 77964
482212002223, HALLETTSVILLE H S, Public, (361) 798-2242, 9, 12, 77964
482212002224, HALLETTSVILLE J H, Public, (361) 798-2242, 5, 8, 77964
484425005027, VYSEHRAD EL, Public, (361) 798-4118, KG, 8, 77964
01608389, SACRED HEART CATHOLIC SCHOOL, Private, (361) 798-4251, PK, 12, 77964
483156003527, MOULTON EL, Public, (361) 596-4605, PK, 6, 77975
483156003528, MOULTON H S, Public, (361) 596-4691, 7, 12, 77975
484011004553, SHINER EL, Public, (361) 594-3131, PK, 6, 77984
484011004554, SHINER H S, Public, (361) 594-3131, 7, 12, 77984
01322763, SHINER CATHOLIC SCHOOLS, Private, (361) 594-2313, PK, 12, 77984
484200004782, SWEET HOME EL, Public, (361) 293-3221, PK, 8, 77987
484662005299, YOAKUM HIGH SCHOOL, Public, (361) 293-3442, 9, 12, 77995
484662005300, YOAKUM INTERMEDIATE, Public, (361) 293-2741, 3, 5, 77995
484662005301, YOAKUM JUNIOR HIGH, Public, (361) 293-3111, 6, 8, 77995
484662005302, YOAKUM PRIMARY, Public, (361) 293-2011, PK, 2, 77995
01322661, ST JOSEPH ELEMENTARY SCHOOL, Private, (361) 741-5362, PK, 8, 77995
481713001486, DIME BOX SCHOOL, Public, (979) 884-3366, PK, 12, 77853
481199000700, BUFFALO EL, Public, (903) 322-3562, PK, 3, 75831
481199000701, BUFFALO H S, Public, (903) 322-4243, 9, 12, 75831
481199004922, BUFFALO J H, Public, (903) 322-4340, 4, 8, 75831
481341000840, CENTERVILLE EL, Public, (903) 536-2235, PK, 6, 75833
481341000841, CENTERVILLE JR-SR H S, Public, (903) 536-2935, 7, 12, 75833
482718003051, LEON EL, Public, (903) 626-1425, PK, 5, 75846
482718003052, LEON H S, Public, (903) 626-1475, 9, 12, 75846
482718005766, LEON J H, Public, (903) 626-1450, 6, 8, 75846
483334003741, OAKWOOD EL, Public, (903) 545-2140, PK, 5, 75855
483334003742, OAKWOOD H S, Public, (903) 545-2140, 6, 12, 75855
483291003625, NORMANGEE EL, Public, (936) 396-9999, PK, 5, 77871
483291003626, NORMANGEE H S, Public, (936) 396-6111, 9, 12, 77871
483291012155, NORMANGEE MIDDLE, Public, (936) 396-6111, 6, 8, 77871
481437000925, CLEVELAND H S, Public, (281) 592-8752, 9, 12, 77327
481437000926, CLEVELAND MIDDLE, Public, (281) 593-1148, 6, 8, 77327
481437007675, EASTSIDE ELEMENTARY, Public, (281) 592-0125, 4, 5, 77327
481437012020, FREDERICK A DOUGLASS LEARNING ACADEMY, Public, (281) 592-7595, 9, 12, 77327
481437000928, NORTHSIDE EL, Public, (281) 592-4628, 2, 3, 77327
481437000929, SOUTHSIDE PRI, Public, (281) 592-0594, PK, 4, 77327
484221004802, TARKINGTON H S, Public, (281) 592-7739, 9, 12, 77327
484221006918, TARKINGTON INT, Public, (281) 592-6134, 4, 5, 77327
