NCES ID,School Name,School Type,Phone Number,Minimum Grade,Maximum Grade,Zip Code
190858000470, HAYES ELEMENTARY SCHOOL, Public, (563) 322-2601, PK,5,52802
A0501657, HEARTLAND CHRISTIAN SCHOOL, Private, (712) 322-5817, PK,12,51501
190651000223, HELEN A HANSEN ELEMENTARY SCHOOL, Public, (319) 553-2775, PK,6,50613
191470000887, HELEN LEMME ELEMENTARY SCHOOL, Public, (319) 688-1125, PK,6,52245
190948000608, HEMPSTEAD HIGH SCHOOL, Public, (563) 552-5200,9,12,52002
A0103443, HENNESSY CATHOLIC SCHOOL, Private, (563) 921-2635, PK,6,52065
191545002018, HENRY A WALLACE ELEMENTARY SCHOOL, Public, (515) 278-6977, PK,5,50131
190486000145, HERBERT HOOVER ELEMENTARY SCHOOL, Public, (563) 332-8636, PK,5,52722
191470000889, HERBERT HOOVER ELEMENTARY SCHOOL, Public, (319) 688-1110, PK,6,52245
A9300391, HERITAGE CHRISTIAN SCHOOL, Private, (563) 285-9382, PK,12,52748
A9701550, HERITAGE CHRISTIAN SCHOOL, Private, (319) 626-4777, PK,8,52317
190897000516, HIATT MIDDLE SCHOOL, Public, (515) 242-7774,6,8,50316
190654000247, HIAWATHA ELEMENTARY SCHOOL, Public, (319) 558-2172, PK,5,52233
190831000184, HIGH LAKES CNTRY ACADEMY HIGH SCHOOL, Public, (641) 782-4375,9,12,50801
193048001970, HIGHLAND ELEMENTARY SCHOOL, Public, (319) 433-2630, PK,5,50703
191401000839, HIGHLAND HIGH SCHOOL, Public, (319) 648-2891,9,12,52327
191401000840, HIGHLAND MIDDLE SCHOOL, Public, (319) 648-5018,6,8,52327
191182000727, HILLCREST ELEMENTARY SCHOOL, Public, (515) 574-5613, PK,4,50501
A0792028, HILLCREST ON CAMPUS SCHOOL, Private, (563) 582-4015,1,12,52001
190897000541, HILLIS ELEMENTARY SCHOOL, Public, (515) 242-8412, PK,5,50310
191470000890, HILLS ELEMENTARY SCHOOL, Public, (319) 688-1105, PK,6,52235
A9103338, HILLSIDE CHRISTIAN SCHOOL, Private, (319) 339-0998, KG,8,52241
193093001188, HILLSIDE ELEMENTARY SCHOOL, Public, (515) 633-6200, KG,6,50265
191416000843, HINTON ELEMENTARY SCHOOL, Public, (712) 947-4428, PK,5,51024
191416000844, HINTON HIGH SCHOOL, Public, (712) 947-4328,9,12,51024
191416000845, HINTON MIDDLE SCHOOL, Public, (712) 947-4328,6,8,51024
190651000224, HOLMES JUNIOR HIGH SCHOOL, Public, (319) 553-2650,7,9,50613
458693, HOLY CROSS SCHOOL-ST MICHAEL CENTER, Private, (712) 239-1090, KG,2,51108
458605, HOLY CROSS SCHOOL/BLESSED SACRAMENT SCHOOL, Private, (712) 271-6093,3,8,51104
458376, HOLY FAMILY SCHOOL, Private, (515) 262-8025, PK,8,50316
457441, HOLY FAMILY SCHOOL ST LUDMILA CENTER, Private, (319) 362-1943, PK,4,52404
457328, HOLY GHOST ELEMENTARY SCHOOL, Private, (563) 556-1511, PK,5,52001
458332, HOLY TRINITY, Private, (515) 255-3162, PK,8,50310
1605694, HOLY TRINITY EARLY CHILDHOOD CENTER, Private, (319) 372-6428, PK, KG,52627
457984, HOLY TRINITY ELEMENTARY SCHOOL, Private, (319) 837-6131, KG,6,52656
457689, HOLY TRINITY JR-SR CATHOLIC HIGH SCHOOL, Private, (319) 372-2486,7,12,52627
190822000422, HOOVER ELEMENTARY SCHOOL, Public, (712) 328-6537, PK,5,51503
191878001103, HOOVER ELEMENTARY SCHOOL, Public, (641) 421-4408, PK,4,50401
190948000609, HOOVER ELEMENTARY SCHOOL, Public, (563) 552-3700, KG,5,52001
190654000248, HOOVER ELEMENTARY SCHOOL, Public, (319) 558-2369, PK,5,52405
193075001771, HOOVER ELEMENTARY SCHOOL, Public, (319) 643-7211, PK,5,52358
190897000543, HOOVER HIGH SCHOOL, Public, (515) 242-7300,9,12,50310
193048001723, HOOVER MIDDLE SCHOOL, Public, (319) 433-2830,6,8,50701
192211001319, HORACE MANN ELEMENTARY SCHOOL, Public, (641) 684-4661, KG,5,52501
191470000891, HORACE MANN ELEMENTARY SCHOOL, Public, (319) 688-1145, PK,6,52245
191545000653, HORIZON ELEMENTARY, Public, (515) 986-1121, PK,5,50131
191884001114, HOSPERS ELEMENTARY SCHOOL, Public, (712) 752-8480, PK,5,51238
190675000279, HOWAR JUNIOR HIGH SCHOOL, Public, (641) 856-0760,7,8,52544
190897000544, HOWE ELEMENTARY, Public, (515) 242-8413, PK,5,50315
192166001293, HOWE ELEMENTARY SCHOOL, Public, (515) 275-2795, PK,4,50212
190897000545, HOYT MIDDLE SCHOOL, Public, (515) 242-8446,6,8,50317
191431002038, HUBBARD-RADCLIFFE ELEMENTARY SCHOOL, Public, (515) 899-2111, PK,5,50230
190897000546, HUBBELL ELEMENTARY, Public, (515) 242-8414, KG,5,50312
191434000856, HUDSON ELEMENTARY SCHOOL, Public, (319) 988-3239, KG,4,50643
191434000857, HUDSON HIGH SCHOOL, Public, (319) 988-4226,9,12,50643
191434000429, HUDSON MIDDLE SCHOOL, Public, (319) 988-4137,5,8,50643
459551, HULL CHRISTIAN SCHOOL, Private, (712) 439-2273, PK,8,51239
459777, HULL PROTESTANT REFORMED CHRISTIAN SCHOOL, Private, (712) 439-2490, KG,8,51239
191437000859, HUMBOLDT HIGH SCHOOL, Public, (515) 332-1430,9,12,50548
191437000860, HUMBOLDT MIDDLE SCHOOL, Public, (515) 332-2812,6,8,50548
192640001513, HUNT ELEMENTARY SCHOOL, Public, (712) 279-6833, PK,5,51104
191488000911, IKM ELEMENTARY SCHOOL, Public, (712) 782-3126, PK,4,51446
191488000912, IKM JUNIOR HIGH, Public, (712) 654-9385,5,8,51454
191830001050, IKM-MANNING HIGH SCHOOL, Public, (712) 655-3781,9,12,51455
457383, IMMACULATE CONCEPTION SCHOOL, Private, (641) 228-1225, PK,6,50616
456925, IMMACULATE CONCEPTION-ST JOSEPH SCHOOL, Private, (319) 296-1089, KG,8,50634
459052, IMMANUEL LUTHERAN SCHOOL, Private, (318) 233-3967, PK,8,50703
A9103337, INDEPENDENCE CHRISTIAN ACADEMY, Private, (319) 334-2743, KG,12,50644
191458000867, INDEPENDENCE JUNIOR HIGH SCHOOL, Public, (319) 334-7405,7,8,50644
191458000866, INDEPENDENCE SENIOR HIGH SCHOOL, Public, (319) 334-7405,9,12,50644
191722001003, INDIAN CREEK ELEMENTARY SCHOOL, Public, (319) 447-3270, KG,5,52302
193093001793, INDIAN HILLS JUNIOR HIGH SCHOOL, Public, (515) 633-4700,7,8,50325
191464000872, INDIANOLA HIGH SCHOOL, Public, (515) 961-9510,9,12,50125
191464000875, INDIANOLA MIDDLE SCHOOL, Public, (515) 961-9530,6,8,50125
191653001101, INDIVIDUALIZED LEARNING CENTER, Public, (712) 546-5858,9,12,51031
192400001395, INMAN PRIMARY SCHOOL, Public, (712) 623-6635, PK,3,51566
191467000880, INTERSTATE 35 ELEMENTARY SCHOOL, Public, (641) 765-4901, PK,4,50257
191467000877, INTERSTATE 35 HIGH SCHOOL, Public, (641) 765-4818,9,12,50257
191467000878, INTERSTATE 35 MIDDLE SCHOOL, Public, (641) 765-4908,5,8,50257
459471, INWOOD CHRISTIAN SCHOOL, Private, (712) 753-4541, PK,8,51240
199901901259, IOWA CENTRAL CHARTER HIGH SCHOOL, Public, (515) 359-2235,9,12,50521
A0103467, IOWA CHRISTIAN ACADEMY, Private, (515) 221-3999, PK,12,50265
191470000892, IOWA CITY HIGH SCHOOL, Public, (319) 688-1040,9,12,52245
191473000904, IOWA FALLS - ALDEN HIGH SCHOOL, Public, (641) 648-6440,9,12,50126
A0103471, IOWA GREAT LAKES LUTHERAN SCHOOL, Private, (712) 262-8237, KG,6,51301
459405, IOWA MENNONITE SCHOOL, Private, (319) 656-2073,9,12,52247
191485000909, IOWA VALLEY ELEMENTARY SCHOOL, Public, (319) 642-3812, PK,6,52301
191485000910, IOWA VALLEY JR-SR HIGH SCHOOL, Public, (319) 642-3332,7,12,52301
459609, IRETON CHRISTIAN SCHOOLS, Private, (712) 278-2245, PK,8,51027
193129001820, IRETON ELEMENTARY SCHOOL, Public, (712) 278-2374, PK,1,51027
190948000610, IRVING ELEMENTARY SCHOOL, Public, (563) 552-3800, PK,5,52001
192640001514, IRVING ELEMENTARY SCHOOL, Public, (712) 279-6834, PK,5,51105
193048001724, IRVING ELEMENTARY SCHOOL, Public, (319) 433-2800, PK,5,50702
191464000874, IRVING ELEMENTARY SCHOOL, Public, (515) 961-9560, KG,5,50125
192640002080, IRVING PRESCHOOL, Public, (712) 293-0436, PK,PK,51105
A9103339, ISAAC NEWTON CHRISTIAN ACADEMY, Private, (319) 362-9512, PK,8,52402
190858000472, J B YOUNG INTERMEDIATE, Public, (563) 326-4432,6,8,52803
191872001089, J C HOGLAN ELEMENTARY SCHOOL, Public, (641) 754-1060, PK,4,50158
190858000473, JACKSON ELEMENTARY SCHOOL, Public, (563) 322-1787, PK,5,52804
190654000213, JACKSON ELEMENTARY SCHOOL, Public, (319) 558-2471, PK,5,52405
190897000547, JACKSON ELEMENTARY SCHOOL, Public, (515) 242-8415, KG,5,50320
192211001320, JAMES ELEMENTARY SCHOOL, Public, (641) 684-5411, KG,5,52501
190579000186, JAMES MADISON MIDDLE SCHOOL, Public, (319) 753-6253,6,8,52601
191470001034, JAMES VAN ALLEN ELEMENTARY SCHOOL, Public, (319) 688-1185, PK,6,52317
190579000187, JAMES WILSON GRIMES SCHOOL, Public, (319) 753-0420, PK,5,52601
191518000913, JANESVILLE ELEMENTARY SCHOOL, Public, (319) 987-2581, PK,5,50647
191518000914, JANESVILLE JUNIOR-SENIOR HIGH SCHOOL, Public, (319) 987-2581,6,12,50647
190858000474, JEFFERSON ELEMENTARY SCHOOL, Public, (563) 322-3557, PK,5,52804
191878001104, JEFFERSON ELEMENTARY SCHOOL, Public, (641) 421-4411, PK,4,50401
192013001187, JEFFERSON ELEMENTARY SCHOOL, Public, (563) 263-8800, PK,5,52761
190771000378, JEFFERSON ELEMENTARY SCHOOL, Public, (563) 243-0479, KG,5,52732
190897000548, JEFFERSON ELEMENTARY SCHOOL, Public, (515) 242-8416, KG,5,50321
192247000116, JEFFERSON INTERMEDIATE, Public, (641) 628-8267,4,6,50219
191521000076, JEFFERSON-SCRANTON ELEM, Public, (515) 386-3178, PK,4,50129
191521000918, JEFFERSON-SCRANTON HIGH SCHOOL, Public, (515) 386-2188,9,12,50129
191521000919, JEFFERSON-SCRANTON MIDDLE SCHOOL, Public, (515) 386-8126,5,8,50129
192868001655, JENSEN ELEMENTARY SCHOOL, Public, (515) 457-5100,1,5,50322
191533000923, JESUP ELEMENTARY SCHOOL, Public, (319) 827-1700, PK,4,50648
191533000924, JESUP HIGH SCHOOL, Public, (319) 827-1700,9,12,50648
191533002051, JESUP MIDDLE SCHOOL, Public, (319) 827-1700,5,8,50648
AA000228, JN ANDREWS CHRISTIAN ACADEMY, Private, (319) 393-1664, KG,8,52411
191878001105, JOHN ADAMS MIDDLE SCHOOL, Public, (641) 421-4420,7,8,50401
190873000500, JOHN CLINE ELEMENTARY SCHOOL, Public, (563) 382-3125, KG,2,52101
457871, JOHN F KENNEDY CATHOLIC SCHOOL, Private, (563) 391-3030, PK,8,52806
190654000250, JOHN F KENNEDY HIGH SCHOOL, Public, (319) 558-2251,9,12,52402
192094001253, JOHN GLENN ELEMENTARY SCHOOL, Public, (563) 282-9627, PK,6,52746
190948000613, JOHN KENNEDY ELEMENTARY SCHOOL, Public, (563) 552-3900, KG,5,52002
192334001378, JOHN R MOTT HIGH SCHOOL, Public, (563) 864-7652,9,12,52162
192691001579, JOHNSON ELEMENTARY, Public, (712) 262-2710, PK,6,51301
190654000251, JOHNSON ELEMENTARY SCHOOL, Public, (319) 558-2174,1,5,52403
191854001066, JOHNSTON ELEMENTARY SCHOOL, Public, (563) 926-2701, PK,4,52237
191545000926, JOHNSTON MIDDLE SCHOOL, Public, (515) 278-0476,8,9,50131
191545000927, JOHNSTON SENIOR HIGH SCHOOL, Public, (515) 278-0449,10,12,50131
190948001344, JONES HAND-IN-HAND PRESCHOOL, Public, (563) 552-5850, PK,PK,52001
193093000168, JORDAN CREEK ELEMENTARY SCHOOL, Public, (515) 633-5200, PK,6,50265
192640001515, JOY ELEMENTARY SCHOOL, Public, (712) 274-4039, PK,5,51106
191914001130, KALONA ELEMENTARY SCHOOL, Public, (319) 656-2243, PK,5,52247
459653, KANAWHA CHRISTIAN SCHOOL, Private, (641) 762-3322, KG,7,50447
192868001656, KAREN ACRES ELEMENTARY SCHOOL, Public, (515) 457-5700,1,5,50322
190354000054, KATE MITCHELL ELEMENTARY SCHOOL, Public, (515) 239-3775, KG,5,50010
191041000663, KEE HIGH SCHOOL, Public, (563) 538-4201,9,12,52151
190327000021, KENDALL CENTER, Public, (641) 932-2161, PK, KG,52531
190654000252, KENWOOD ELEMENTARY SCHOOL, Public, (319) 558-2273, PK,5,52402
457929, KEOKUK CATHOLIC SCHOOL, Private, (319) 524-5450, PK,8,52632
2027803, KEOKUK CHRISTIAN ACADEMY, Private, (319) 524-5752, PK,8,52632
191563000932, KEOKUK HIGH SCHOOL, Public, (319) 524-2542,9,12,52632
191563000933, KEOKUK MIDDLE SCHOOL, Public, (319) 524-3737,6,8,52632
191566000938, KEOTA ELEMENTARY SCHOOL, Public, (641) 636-2323, PK,6,52248
191566000939, KEOTA HIGH SCHOOL, Public, (641) 636-3491,7,12,52248
190483000139, KEYSTONE ELEMENTARY SCHOOL, Public, (319) 442-3221,3,6,52249
190858002009, KIMBERLY CENTER EAST, Public, (563) 386-5840,6,12,52806
190897000556, KING ELEMENTARY SCHOOL, Public, (515) 242-8417, PK,5,50314
193048001727, KINGSLEY ELEMENTARY SCHOOL, Public, (319) 433-2210, KG,5,50701
191575000940, KINGSLEY ELEMENTARY SCHOOL, Public, (712) 378-2861, KG,4,51028
191575000941, KINGSLEY-PIERSON HIGH SCHOOL, Public, (712) 378-2861,9,12,51028
192637001495, KINSEY ELEMENTARY SCHOOL, Public, (712) 722-1541, PK,4,51250
191470000893, KIRKWOOD ELEMENTARY SCHOOL, Public, (319) 688-1120, PK,6,52241
193048001728, KITTRELL ELEMENTARY SCHOOL, Public, (319) 433-2910, PK,5,50702
191653000987, KLUCKHOHN ELEMENTARY SCHOOL, Public, (712) 546-7064, PK,5,51031
191584000948, KNOXVILLE HIGH SCHOOL, Public, (641) 842-2173,9,12,50138
191584000949, KNOXVILLE MIDDLE SCHOOL, Public, (641) 842-3315,6,8,50138
458864, KUEMPER CATHOLIC SCHOOL SYSTEM, Private, (712) 792-3313, PK,12,51401
190002200956, LA PORTE CITY ELEMENTARY SCHOOL, Public, (319) 342-3033, PK,5,50651
191611000963, LAKE MILLS ELEMENTARY SCHOOL, Public, (641) 592-1882, KG,5,50450
191611000964, LAKE MILLS MIDDLE SCHOOL, Public, (641) 592-0894,6,8,50450
191611000965, LAKE MILLS SENIOR HIGH SCHOOL, Public, (641) 592-0893,9,12,50450
192658001542, LAKEVIEW ELEMENTARY, Public, (319) 624-3401, PK,4,52333
190675000280, LAKEVIEW ELEMENTARY 4-5-6 SCHOOL, Public, (641) 856-0637,4,6,52544
192124001273, LAKEWOOD ELEMENTARY SCHOOL, Public, (515) 285-2948,3,5,50211
193090001782, LAMBERT ELEMENTARY SCHOOL, Public, (563) 927-3515, PK,4,52057
191632000974, LAMONI ELEMENTARY SCHOOL, Public, (641) 784-3422, PK,5,50140
191632000975, LAMONI HIGH SCHOOL, Public, (641) 784-3351,9,12,50140
191632002019, LAMONI MIDDLE SCHOOL, Public, (641) 784-7299,6,8,50140
191041000665, LANSING MIDDLE SCHOOL, Public, (563) 538-4201,5,8,52151
193111001815, LARK ELEMENTARY SCHOOL, Public, (712) 433-1393, PK,2,51040
456947, LASALLE CATHOLIC SCHOOL, Private, (563) 870-2405, PK,8,52053
A0103511, LASALLE MIDDLE SCHOOL - HOLY FAMILY, Private, (319) 396-7792,5,8,52405
191642000977, LAURENS-MARATHON ELEMENTARY SCHOOL, Public, (712) 841-5000, PK,5,50554
191642000978, LAURENS-MARATHON HIGH SCHOOL, Public, (712) 841-5000,9,12,50554
191642000979, LAURENS-MARATHON MIDDLE SCHOOL, Public, (712) 841-5000,6,8,50554
191545000532, LAWSON ELEMENTARY SCHOOL, Public, (515) 278-0478, PK,5,50131
191644000981, LAWTON JUNIOR-SENIOR HIGH SCHOOL, Public, (712) 944-5181,7,12,51030
191653000988, LE MARS HIGH SCHOOL, Public, (712) 546-4153,9,12,51031
191653000984, LE MARS MIDDLE SCHOOL, Public, (712) 546-7022,6,8,51031
192640001934, LEEDS ELEMENTARY SCHOOL, Public, (712) 239-7034, PK,5,51108
191872001404, LENIHAN INTERMEDIATE SCHOOL, Public, (641) 754-1160,5,6,50158
191662000991, LENOX ELEMENTARY SCHOOL, Public, (641) 333-2244, KG,6,50851
191662000992, LENOX HIGH SCHOOL, Public, (641) 333-2244,7,12,50851
190822000424, LEWIS & CLARK ELEMENTARY SCHOOL, Public, (712) 328-6471, PK,5,51503
191668000997, LEWIS CENTRAL MIDDLE SCHOOL, Public, (712) 366-8251,6,8,51503
191668000996, LEWIS CENTRAL SENIOR HIGH SCHOOL, Public, (712) 366-8322,9,12,51503
191323000798, LEWIS ELEMENTARY SCHOOL, Public, (712) 769-2221, PK,5,51544
191134000695, LIBERTYVILLE ELEMENTARY SCHOOL, Public, (641) 693-3971, KG,4,52567
191428000852, LIME SPRINGS ELEMENTARY SCHOOL, Public, (563) 566-2221, PK,5,52155
190858000476, LINCOLN ACADEMY OF FINE ARTS, Public, (563) 324-0497, PK,5,52803
190327000018, LINCOLN CENTER, Public, (641) 932-2161,3,6,52531
190675000281, LINCOLN ELEMENTARY SCHOOL, Public, (641) 856-0749, KG,3,52544
190948000614, LINCOLN ELEMENTARY SCHOOL, Public, (563) 552-4050, KG,5,52001
190513000161, LINCOLN ELEMENTARY SCHOOL, Public, (515) 433-0800, KG,1,50036
192640001517, LINCOLN ELEMENTARY SCHOOL, Public, (712) 279-6836, PK,5,51104
190708000323, LINCOLN ELEMENTARY SCHOOL, Public, (641) 257-6560, KG,5,50616
190651000226, LINCOLN ELEMENTARY SCHOOL, Public, (319) 553-2950, PK,6,50613
191185000736, LINCOLN ELEMENTARY SCHOOL, Public, (319) 372-2896, KG,5,52627
193048001729, LINCOLN ELEMENTARY SCHOOL, Public, (319) 433-1990, PK,5,50703
191470000894, LINCOLN ELEMENTARY SCHOOL, Public, (319) 688-1130, PK,6,52246
191989001170, LINCOLN ELEMENTARY SCHOOL, Public, (319) 385-7765, KG,5,52641
192247001348, LINCOLN ELEMENTARY SCHOOL, Public, (641) 628-3970, PK,3,50219
192184001301, LINCOLN ELEMENTARY SCHOOL, Public, (641) 732-5856, PK,4,50461
192691001580, LINCOLN ELEMENTARY SCHOOL, Public, (712) 262-3752, KG,6,51301
190771002028, LINCOLN HIGH SCHOOL, Public, (563) 242-8137,9,12,52732
190897000550, LINCOLN HIGH SCHOOL, Public, (515) 242-7500,9,12,50315
191878002115, LINCOLN INTERMEDIATE, Public, (641) 421-4423,5,6,50401
193024001702, LINCOLN UPPER ELEMENTARY SCHOOL, Public, (319) 653-3691,4,6,52353
190303000002, LINEVILLE ELEMENTARY SCHOOL, Public, (641) 876-5345, PK,6,50147
191722001525, LINN GROVE ELEMENTARY SCHOOL, Public, (319) 730-3500, PK,5,52302
191722001004, LINN-MAR HIGH SCHOOL, Public, (319) 447-3040,9,12,52302
191725001008, LISBON ELEMENTARY SCHOOL, Public, (319) 455-2659, PK,5,52253
191725001009, LISBON HIGH SCHOOL, Public, (319) 455-2106,9,12,52253
191725001981, LISBON MIDDLE SCHOOL, Public, (319) 455-2659,6,8,52253
192163000706, LITTLE HUSKY LEARNING CENTER, Public, (319) 283-2302, PK, KG,50622
191248001010, LITTLE ROCK ELEMENTARY SCHOOL, Public, (712) 479-2771, PK,5,51243
190717000888, LITTLE SIOUX SUCCESS CENTER, Public, (712) 225-6755,11,12,51012
191746001013, LOGAN-MAGNOLIA ELEMENTARY SCHOOL, Public, (712) 644-2168, PK,6,51546
191746001014, LOGAN-MAGNOLIA JR-SR HIGH SCHOOL, Public, (712) 644-2250,7,12,51546
191755001018, LONE TREE ELEMENTARY SCHOOL, Public, (319) 629-4213, PK,5,52755
191755001019, LONE TREE JUNIOR-SENIOR HIGH SCHOOL, Public, (319) 629-4610,6,12,52755
190462000127, LONGFELLOW ELEMENTARY SCHOOL, Public, (319) 444-3002, PK,6,52208
190822000425, LONGFELLOW ELEMENTARY SCHOOL, Public, (712) 328-6522, PK,5,51501
192640001518, LONGFELLOW ELEMENTARY SCHOOL, Public, (712) 274-4043, PK,5,51106
191470000895, LONGFELLOW ELEMENTARY SCHOOL, Public, (319) 688-1135, PK,6,52240
193048001165, LOU HENRY ELEMENTARY SCHOOL, Public, (319) 433-2860, PK,5,50701
191782001023, LOUISA-MUSCATINE ELEMENTARY, Public, (319) 726-3634, PK,6,52754
191782001025, LOUISA-MUSCATINE HIGH SCHOOL, Public, (319) 726-3421,9,12,52754
191782002106, LOUISA-MUSCATINE JR HIGH, Public, (319) 726-3421,7,8,52754
457973, LOURDES CATHOLIC SCHOOL, Private, (563) 359-3466, PK,8,52722
190897000552, LOVEJOY ELEMENTARY SCHOOL, Public, (515) 242-8419, PK,5,50315
193048001731, LOWELL ELEMENTARY SCHOOL, Public, (319) 433-1900, PK,5,50702
190336000033, LUCIA WALLACE ELEMENTARY SCHOOL, Public, (515) 295-7296,4,5,50511
459187, LUTHERAN INTERPARISH SCHOOL, Private, (319) 668-1711, PK,8,52361
191788001026, LUVERNE ELEMENTARY SCHOOL, Public, (515) 882-3357, PK,6,50560
191803001964, LYNNVILLE-SULLY ELEMENTARY SCHOOL, Public, (641) 594-4445, KG,5,50251
191803001031, LYNNVILLE-SULLY HIGH SCHOOL, Public, (641) 594-4445,9,12,50251
191803001994, LYNNVILLE-SULLY MIDDLE SCHOOL, Public, (641) 594-4445,6,8,50251
190771000382, LYONS MIDDLE SCHOOL, Public, (563) 242-7858,6,8,52732
192013001189, MADISON ELEMENTARY SCHOOL, Public, (563) 263-6062, KG,5,52761
190897000554, MADISON ELEMENTARY SCHOOL, Public, (515) 242-8420, PK,5,50316
190858000477, MADISON ELEMENTARY SCHOOL, Public, (563) 326-5391, KG,5,52803
190654000253, MADISON ELEMENTARY SCHOOL, Public, (319) 558-2473, KG,5,52405
192247001508, MADISON ELEMENTARY SCHOOL, Public, (641) 628-4638, PK,4,50219
191818001039, MADRID ELEMENTARY SCHOOL, Public, (515) 795-2359, PK,6,50156
191818001040, MADRID HIGH SCHOOL, Public, (515) 795-3240,9,12,50156
191818001041, MADRID JUNIOR HIGH SCHOOL, Public, (515) 795-3240,7,8,50156
AA000905, MAHARISHI SCHOOL OF ENLIGHTENMENT, Private, (641) 472-9400, PK,12,52556
193072001042, MALLARD ELEMENTARY SCHOOL, Public, (712) 425-3452, KG,5,50562
191824000779, MALVERN LEARNING CENTER, Public, (712) 624-8500,9,12,51551
190897002083, MANN PRESCHOOL, Public, (515) 242-7588, PK,PK,50315
191830001049, MANNING ELEMENTARY SCHOOL, Public, (712) 655-3761, PK,4,51455
191833001052, MANSON NORTHWEST WEBSTER ELEMENTARY SCHOOL-BARNUM, Public, (515) 542-3211, PK,6,50518
191833001053, MANSON NORTHWEST WEBSTER JUNIOR HIGH/HIGH SCHOOL, Public, (712) 469-2245,7,12,50563
193051001503, MAPLE GROVE ELEMENTARY, Public, (515) 987-3363, PK,5,50266
191848001057, MAPLE VALLEY-ANTHON OTO HIGH SCHOOL, Public, (712) 881-1317,9,12,51034
191848001059, MAPLETON ELEMENTARY SCHOOL, Public, (712) 881-1319, PK,5,51034
191851001029, MAQUOKETA ALTERNATIVE CLASSROOM, Public, (563) 652-5279,9,12,52060
191851001062, MAQUOKETA COMMUNITY HIGH SCHOOL, Public, (563) 652-2451,9,12,52060
191851001063, MAQUOKETA MIDDLE SCHOOL, Public, (563) 652-4956,6,8,52060
191854000725, MAQUOKETA VALLEY MIDDLE SCHOOL, Public, (563) 922-9411,6,8,52223
191854001067, MAQUOKETA VALLEY SENIOR HIGH SCHOOL, Public, (563) 922-2091,9,12,52223
A0901534, MARANATHA CHRISTIAN ACADEMY, Private, (515) 203-9675,4,11,50014
191863001072, MARCUS-MERIDEN-CLEGHORN COMMUNITY HIGH SCHOOL, Public, (712) 376-4172,7,12,51035
191863001127, MARCUS-MERIDEN-CLEGHORN EAST ELEMENTARY, Public, (712) 436-2244,4,6,51014
191863001073, MARCUS-MERIDEN-CLEGHORN PRIMARY, Public, (712) 376-2615, PK,3,51035
193054001745, MARGARETTA CAREY ELEMENTARY SCHOOL, Public, (319) 352-2855, KG,4,50677
191869001075, MARION HIGH SCHOOL, Public, (319) 377-9891,9,12,52302
191869002098, MARION HOME SCHOOL, Public, (319) 373-9209, KG,12,52302
191470000896, MARK TWAIN ELEMENTARY, Public, (319) 688-1165, PK,6,52240
190486000149, MARK TWAIN ELEMENTARY SCHOOL, Public, (563) 359-8263, PK,5,52722
191344000812, MARNIE SIMONS ELEMENTARY SCHOOL, Public, (712) 382-2017, PK,6,51640
2120245, MARQUETTE ACADEMY, Private, (563) 322-3723, KG,5,52802
457532, MARQUETTE SCHOOL SYSTEM PK-12, Private, (563) 872-3284, PK,12,52031
190948000615, MARSHALL ELEMENTARY SCHOOL, Public, (563) 552-4100, KG,5,52001
A0103533, MARSHALLTOWN AREA CATHOLIC SCHOOL, Private, (641) 753-7977, PK,6,50158
A0901535, MARSHALLTOWN CHRISTIAN SCHOOL, Private, (641) 753-8824, PK,6,50158
191872001091, MARSHALLTOWN HIGH SCHOOL, Public, (641) 754-1130,9,12,50158
191875001096, MARTENSDALE ELEMENTARY SCHOOL, Public, (641) 764-2621, PK,6,50160
191875001097, MARTENSDALE-ST MARYS JR-SR HIGH SCHOOL, Public, (641) 764-2486,7,12,50160
193168000611, MARY WELSH ELEMENTARY, Public, (319) 668-2301,2,6,52361
191878001107, MASON CITY HIGH SCHOOL, Public, (641) 421-4431,9,12,50401
458638, MATER DEI SCHOOL, Private, (712) 276-6216, PK,5,51106
A9701554, MATER DEI SCHOOL NATIVITY CENTER, Private, (712) 274-0268,6,8,51106
A0301583, MAYFLOWER HERITAGE CHRISTIAN SCHOOL, Private, (641) 782-0026, KG,8,50801
193087001778, MAYNARD ELEMENTARY SCHOOL, Public, (563) 637-2283, KG,8,50655
A0701006, MAZZUCHELLI CATHOLIC MIDDLE SCHOOL, Private, (563) 582-1198,6,8,52001
190792002071, MC CALLSBURG ELEMENTARY SCHOOL, Public, (515) 434-2302, PK,4,50154
192211002034, MCCARROLL BUILDING, Public, (641) 684-6597, PK,PK,52501
190897000557, MCCOMBS MIDDLE SCHOOL, Public, (515) 242-8447,6,8,50320
191812001484, MCGREGOR INTERMEDIATE SCHOOL, Public, (563) 873-2250,4,5,52157
190897002108, MCKEE ELEMENTARY SCHOOL, Public, (515) 242-8646, PK,PK,50317
192013001190, MCKINLEY ELEMENTARY SCHOOL, Public, (563) 263-9049, PK,5,52761
190858000479, MCKINLEY ELEMENTARY SCHOOL, Public, (563) 324-0403, PK,5,52803
190897000559, MCKINLEY ELEMENTARY SCHOOL, Public, (515) 242-8423, PK,5,50315
190654000254, MCKINLEY MIDDLE SCHOOL, Public, (319) 558-2348,6,8,52403
191893001117, MEDIAPOLIS ELEMENTARY SCHOOL, Public, (319) 394-3101, PK,5,52637
191893001118, MEDIAPOLIS HIGH SCHOOL, Public, (319) 394-3101,9,12,52637
190354000056, MEEKER ELEMENTARY SCHOOL, Public, (515) 239-3770, KG,5,50010
