NCES ID,Formatted NCES ID,NCES School Name,Street Address,Town,State,Zip,Phone,County,Type,Min_Grade,Max_Grade,
190717000335,190717000335, CHEROKEE MIDDLE SCHOOL, PO BOX  801, CHEROKEE, IA,51012, (712) 225-6750,CHEROKEE COUNTY COUNTY, Public,5,8,
190717000325,190717000325, EARLY CHILDHOOD LEARNING CENTER, PO BOX 801, CHEROKEE, IA,51012, (712) 225-6774,CHEROKEE COUNTY COUNTY, Public, PK, PK,
190717000888,190717000888, LITTLE SIOUX SUCCESS CENTER, 600 WEST BLUFF ST, CHEROKEE, IA,51012, (712) 225-6755,CHEROKEE COUNTY COUNTY, Public,11,12,
190717000332,190717000332, ROOSEVELT ELEMENTARY SCHOOL, PO BOX  801, CHEROKEE, IA,51012, (712) 225-6760,CHEROKEE COUNTY COUNTY, Public, PK,4,
190717000333,190717000333, WASHINGTON HIGH SCHOOL, PO BOX  801, CHEROKEE, IA,51012, (712) 225-6755,CHEROKEE COUNTY COUNTY, Public,9,12,
191863001127,191863001127, MARCUS-MERIDEN-CLEGHORN EAST ELEMENTARY, BOX 97, CLEGHORN, IA,51014, (712) 436-2244,CHEROKEE COUNTY COUNTY, Public,4,6,
191034001433,191034001433, RIVER VALLEY ALTERNATIVE HIGH SCHOOL, PO BOX 8, CORRECTIONVILLE, IA,51016, (712) 372-4656,WOODBURY COUNTY COUNTY, Public,9,12,
191034000658,191034000658, RIVER VALLEY JUNIOR- SENIOR HIGH SCHOOL, P O BOX 8, CORRECTIONVILLE, IA,51016, (712) 372-4656,WOODBURY COUNTY COUNTY, Public,7,12,
458423,00458423, DANBURY CATHOLIC SCHOOL, 602 PEACH ST, DANBURY, IA,51019, (712) 883-2244,WOODBURY COUNTY, Private, PK,6,
191223002122,191223002122, GALVA-HOLSTEIN UPPER ELEMENTARY, 207 NOLL, GALVA, IA,51020, (712) 368-4353,IDA COUNTY COUNTY, Public,3,5,
458525,00458525, SPALDING CATHOLIC SCHOOLS, PO BOX 168, GRANVILLE, IA,51022, (712) 727-3451,SIOUX COUNTY, Private, KG,12,
193129001819,193129001819, HAWARDEN ELEMENTARY SCHOOL, 806 13TH ST, HAWARDEN, IA,51023, (712) 551-1454,SIOUX COUNTY COUNTY, Public, PK,5,
193129001821,193129001821, WEST SIOUX HIGH SCHOOL, 1300  FALCON DRIVE, HAWARDEN, IA,51023, (712) 551-1181,SIOUX COUNTY COUNTY, Public,9,12,
193129001822,193129001822, WEST SIOUX MIDDLE SCHOOL, 1300  FALCON DRIVE, HAWARDEN, IA,51023, (712) 551-1022,SIOUX COUNTY COUNTY, Public,6,8,
191416000843,191416000843, HINTON ELEMENTARY SCHOOL, PO BOX  128, HINTON, IA,51024, (712) 947-4428,PLYMOUTH COUNTY COUNTY, Public, PK,5,
191416000844,191416000844, HINTON HIGH SCHOOL, PO BOX  128, HINTON, IA,51024, (712) 947-4328,PLYMOUTH COUNTY COUNTY, Public,9,12,
191416000845,191416000845, HINTON MIDDLE SCHOOL, PO BOX  128, HINTON, IA,51024, (712) 947-4328,PLYMOUTH COUNTY COUNTY, Public,6,8,
191223001959,191223001959, GALVA-HOLSTEIN ELEMENTARY SCHOOL, PO BOX  320, HOLSTEIN, IA,51025, (712) 368-4353,IDA COUNTY COUNTY, Public, PK,2,
191223001960,191223001960, GALVA-HOLSTEIN HIGH SCHOOL, P.O. BOX 320, HOLSTEIN, IA,51025, (712) 368-4353,IDA COUNTY COUNTY, Public,9,12,
193129001820,193129001820, IRETON ELEMENTARY SCHOOL, BOX 248, IRETON, IA,51027, (712) 278-2374,SIOUX COUNTY COUNTY, Public, PK,1,
459609,00459609, IRETON CHRISTIAN SCHOOLS, 104 5TH ST, IRETON, IA,51027, (712) 278-2245,SIOUX COUNTY, Private, PK,8,
191575000940,191575000940, KINGSLEY ELEMENTARY SCHOOL, 322 QUEST AVENUE, KINGSLEY, IA,51028, (712) 378-2861,PLYMOUTH COUNTY COUNTY, Public, KG,4,
191575000941,191575000941, KINGSLEY-PIERSON HIGH SCHOOL, PO BOX 520, KINGSLEY, IA,51028, (712) 378-2861,PLYMOUTH COUNTY COUNTY, Public,9,12,
191644000981,191644000981, LAWTON JUNIOR-SENIOR HIGH SCHOOL, PO BOX 128, LAWTON, IA,51030, (712) 944-5181,WOODBURY COUNTY COUNTY, Public,7,12,
191653000983,191653000983, CLARK ELEMENTARY SCHOOL, 940 LINCOLN STREET SW, LE MARS, IA,51031, (712) 546-8121,PLYMOUTH COUNTY COUNTY, Public, PK,5,
191653000985,191653000985, FRANKLIN ELEMENTARY SCHOOL, 940 LINCOLN STREET SW, LE MARS, IA,51031, (712) 546-4185,PLYMOUTH COUNTY COUNTY, Public, KG,5,
191653001101,191653001101, INDIVIDUALIZED LEARNING CENTER, 940 LINCOLN STREET SW, LE MARS, IA,51031, (712) 546-5858,PLYMOUTH COUNTY COUNTY, Public,9,12,
191653000987,191653000987, KLUCKHOHN ELEMENTARY SCHOOL, 940 LINCOLN STREET SW, LE MARS, IA,51031, (712) 546-7064,PLYMOUTH COUNTY COUNTY, Public, PK,5,
191653000988,191653000988, LE MARS HIGH SCHOOL, 940 LINCOLN STREET SW, LE MARS, IA,51031, (712) 546-4153,PLYMOUTH COUNTY COUNTY, Public,9,12,
191653000984,191653000984, LE MARS MIDDLE SCHOOL, 940 LINCOLN STREET SW, LE MARS, IA,51031, (712) 546-7022,PLYMOUTH COUNTY COUNTY, Public,6,8,
A0701002,A0701002, GEHLEN CATHOLIC SCHOOLS, 709 PLYMOUTH ST NE, LE MARS, IA,51031, (712) 546-4181,PLYMOUTH COUNTY, Private, KG,12,
191848001057,191848001057, MAPLE VALLEY-ANTHON OTO HIGH SCHOOL, 501 SOUTH 7TH STREET, MAPLETON, IA,51034, (712) 881-1317,MONONA COUNTY COUNTY, Public,9,12,
191848001059,191848001059, MAPLETON ELEMENTARY SCHOOL, 501 SOUTH 7TH, MAPLETON, IA,51034, (712) 881-1319,MONONA COUNTY COUNTY, Public, PK,5,
191863001072,191863001072, MARCUS-MERIDEN-CLEGHORN COMMUNITY HIGH SCHOOL, BOX 667, MARCUS, IA,51035, (712) 376-4172,CHEROKEE COUNTY COUNTY, Public,7,12,
191863001073,191863001073, MARCUS-MERIDEN-CLEGHORN PRIMARY, BOX 667, MARCUS, IA,51035, (712) 376-2615,CHEROKEE COUNTY COUNTY, Public, PK,3,
193195001863,193195001863, MOVILLE ELEMENTARY SCHOOL, P.O. BOX 586, MOVILLE, IA,51039, (712) 873-3128,WOODBURY COUNTY COUNTY, Public, PK,5,
193195001865,193195001865, WOODBURY CENTRAL HIGH SCHOOL, P.O. BOX 586, MOVILLE, IA,51039, (712) 873-3128,WOODBURY COUNTY COUNTY, Public,9,12,
193195001864,193195001864, WOODBURY CENTRAL MIDDLE SCHOOL, PO BOX  586, MOVILLE, IA,51039, (712) 873-3128,WOODBURY COUNTY COUNTY, Public,6,8,
193111001816,193111001816, CENTRAL ELEMENTARY SCHOOL, 1100 10TH, ONAWA, IA,51040, (712) 433-1056,MONONA COUNTY COUNTY, Public,3,5,
193111001815,193111001815, LARK ELEMENTARY SCHOOL, 611 4TH, ONAWA, IA,51040, (712) 433-1393,MONONA COUNTY COUNTY, Public, PK,2,
193111001817,193111001817, WEST MONONA HIGH SCHOOL, 1314 15TH ST, ONAWA, IA,51040, (712) 433-2453,MONONA COUNTY COUNTY, Public,9,12,
193111000738,193111000738, WEST MONONA MIDDLE SCH, 1314 15TH ST, ONAWA, IA,51040, (712) 433-9098,MONONA COUNTY COUNTY, Public,6,8,
191884001112,191884001112, MOC-FLOYD VALLEY HIGH SCHOOL, 615 8TH ST SE, ORANGE CITY, IA,51041, (712) 737-4871,SIOUX COUNTY COUNTY, Public,9,12,
191884000710,191884000710, ORANGE CITY ELEMENTARY SCHOOL, 312 1ST ST NW, ORANGE CITY, IA,51041, (712) 737-4606,SIOUX COUNTY COUNTY, Public, PK,5,
459595,00459595, ORANGE CITY CHRISTIAN SCHOOL, 604 3RD ST SW, ORANGE CITY, IA,51041, (712) 737-2274,SIOUX COUNTY, Private, PK,8,
459584,00459584, UNITY CHRISTIAN HIGH SCHOOL, 216 MICHIGAN AVE SW, ORANGE CITY, IA,51041, (712) 737-4114,SIOUX COUNTY, Private,9,12,
190002601341,190002601341, SOUTH O'BRIEN SECONDARY SCHOOL, PO BOX 638, PAULLINA, IA,51046, (712) 949-3454,O'BRIEN COUNTY COUNTY, Public,7,12,
459325,00459325, ZION-ST JOHN LUTHERAN SCHOOL, 103 W BERTHA ST, PAULLINA, IA,51046, (712) 949-3915,O'BRIEN COUNTY, Private, PK,8,
191575000942,191575000942, PIERSON ELEMENTARY SCHOOL, 321 4TH STREET, PIERSON, IA,51048, (712) 375-5939,WOODBURY COUNTY COUNTY, Public,5,5,
191575000943,191575000943, PIERSON MIDDLE SCHOOL, 321 4TH ST, PIERSON, IA,51048, (712) 375-5939,WOODBURY COUNTY COUNTY, Public,6,8,
192412001405,192412001405, REMSEN-UNION ELEMENTARY SCHOOL, 511 ROOSEVELT ST, REMSEN, IA,51050, (712) 786-1192,PLYMOUTH COUNTY COUNTY, Public, PK,5,
192412001407,192412001407, REMSEN-UNION HIGH SCHOOL, 511 ROOSEVELT ST, REMSEN, IA,51050, (712) 786-1101,PLYMOUTH COUNTY COUNTY, Public,9,12,
192412001995,192412001995, REMSEN-UNION MIDDLE SCHOOL, 511 ROOSEVELT, REMSEN, IA,51050, (712) 786-1192,PLYMOUTH COUNTY COUNTY, Public,6,8,
458558,00458558, ST CATHERINE-ST MARYS GRADE SCHOOL, 321 FULTON ST, REMSEN, IA,51050, (712) 786-1160,PLYMOUTH COUNTY, Private, KG,8,
458569,00458569, ST MARY S HIGH SCHOOL, PO BOX 500, REMSEN, IA,51050, (712) 786-1433,PLYMOUTH COUNTY, Private, KG,12,
192538001450,192538001450, SCHALLER-CRESTLAND ELEMENTARY, P.O. BOX 249, SCHALLER, IA,51053, (712) 275-4267,SAC COUNTY COUNTY, Public, PK,5,
192559000726,192559000726, SERGEANT BLUFF-LUTON ELEMENTARY SCHOOL, 201 PORT NEAL RD, SERGEANT BLUFF, IA,51054, (712) 943-5563,WOODBURY COUNTY COUNTY, Public,3,5,
192559001891,192559001891, SERGEANT BLUFF-LUTON MIDDLE SCHOOL, 208 PORT NEAL RD, SERGEANT BLUFF, IA,51054, (712) 943-4235,WOODBURY COUNTY COUNTY, Public,6,8,
192559001461,192559001461, SERGEANT BLUFF-LUTON PRIMARY SCHOOL, 206 SOUTH D ST, SERGEANT BLUFF, IA,51054, (712) 943-5563,WOODBURY COUNTY COUNTY, Public, PK,2,
192559001460,192559001460, SERGEANT BLUFF-LUTON SENIOR HIGH SCHOOL, 708 WARRIOR RD, SERGEANT BLUFF, IA,51054, (712) 943-5561,WOODBURY COUNTY COUNTY, Public,9,12,
193147001835,193147001835, WESTWOOD ELEMENTARY SCHOOL, 1000 REBEL WAY, SLOAN, IA,51055, (712) 428-3200,WOODBURY COUNTY COUNTY, Public, PK,6,
193147001837,193147001837, WESTWOOD HIGH SCHOOL, 1000 REBEL WAY, SLOAN, IA,51055, (712) 428-3303,WOODBURY COUNTY COUNTY, Public,7,12,
190711000327,190711000327, CHARTER OAK-UTE ELEMENTARY SCHOOL, 329 MAIN, UTE, IA,51060, (712) 885-2261,MONONA COUNTY COUNTY, Public, PK,6,
191034000657,191034000657, RIVER VALLEY ELEMENTARY, PO BOX 151, WASHTA, IA,51061, (712) 447-6318,CHEROKEE COUNTY COUNTY, Public, PK,6,
193162001841,193162001841, WHITING ELEMENTARY SCHOOL, BOX 295, WHITING, IA,51063, (712) 455-2468,MONONA COUNTY COUNTY, Public, PK,5,
193162001842,193162001842, WHITING SENIOR HIGH SCHOOL, BOX 295, WHITING, IA,51063, (712) 455-2468,MONONA COUNTY COUNTY, Public,6,12,
459143,00459143, ST PAULS LUTHERAN SCHOOL, 614 JENNINGS ST, SIOUX CITY, IA,51101, (712) 258-6325,WOODBURY COUNTY, Private, PK,6,
192640001502,192640001502, CRESCENT PARK ELEMENTARY SCHOOL, 1114 W 27TH ST, SIOUX CITY, IA,51103, (712) 279-6825,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001506,192640001506, EMERSON ELEMENTARY SCHOOL, 2410 W 1ST ST, SIOUX CITY, IA,51103, (712) 279-6826,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001507,192640001507, EVERETT ELEMENTARY SCHOOL, 1314 W 3RD ST, SIOUX CITY, IA,51103, (712) 279-6827,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001527,192640001527, ROOSEVELT ELEMENTARY SCHOOL, 2015 W 6TH ST, SIOUX CITY, IA,51103, (712) 279-6843,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001529,192640001529, SMITH ELEMENTARY SCHOOL, 1623 REBECCA ST, SIOUX CITY, IA,51103, (712) 279-6845,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001533,192640001533, WEST HIGH SCHOOL, 2001 CASSELMAN, SIOUX CITY, IA,51103, (712) 279-6772,WOODBURY COUNTY COUNTY, Public,9,12,
192640001534,192640001534, WEST MIDDLE SCHOOL, 3301 W 19TH ST, SIOUX CITY, IA,51103, (712) 279-6813,WOODBURY COUNTY COUNTY, Public,6,8,
458649,00458649, SACRED HEART SCHOOL, 5010 MILITARY RD, SIOUX CITY, IA,51103, (712) 233-1624,WOODBURY COUNTY, Private, KG,8,
192640001498,192640001498, BRYANT ELEMENTARY SCHOOL, 821 30TH ST, SIOUX CITY, IA,51104, (712) 279-6819,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001500,192640001500, CLARK ELEMENTARY SCHOOL, 4315 HAMILTON BLVD., SIOUX CITY, IA,51104, (712) 239-7030,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001513,192640001513, HUNT ELEMENTARY SCHOOL, 615 20TH ST, SIOUX CITY, IA,51104, (712) 279-6833,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001517,192640001517, LINCOLN ELEMENTARY SCHOOL, 115 MIDVALE AVE, SIOUX CITY, IA,51104, (712) 279-6836,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001522,192640001522, NORTH HIGH SCHOOL, 4200 CHEYENNE, SIOUX CITY, IA,51104, (712) 239-7000,WOODBURY COUNTY COUNTY, Public,9,12,
A0901538,A0901538, ASPENWOOD CHRISTIAN SCHOOL, 3636 ASPENWOOD ST, SIOUX CITY, IA,51104, (712) 224-2575,WOODBURY COUNTY, Private, KG,3,
A0103340,A0103340, BOYS & GIRLS HOME & FAMILY SERVICES2101 COU, RT ST, SIOUX CITY, IA,51104, (712) 293-4757,WOODBURY COUNTY, Private, PK,12,
458605,00458605, HOLY CROSS SCHOOL/BLESSED SACRAMENT SCHOOL, 3030 JACKSON ST, SIOUX CITY, IA,51104, (712) 271-6093,WOODBURY COUNTY, Private,3,8,
192640001514,192640001514, IRVING ELEMENTARY SCHOOL, 901 FLOYD BLVD, SIOUX CITY, IA,51105, (712) 279-6834,WOODBURY COUNTY COUNTY, Public, PK,5,
192640002080,192640002080, IRVING PRESCHOOL, 710 IOWA ST, SIOUX CITY, IA,51105, (712) 293-0436,WOODBURY COUNTY COUNTY, Public, PK, PK,
192640002089,192640002089, UNITY ELEMENTARY SCHOOL, 1901 UNITY AVENUE, SIOUX CITY, IA,51105, (712) 279-6839,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001504,192640001504, EAST HIGH SCHOOL, 5011 MAYHEW AVE, SIOUX CITY, IA,51106, (712) 274-4000,WOODBURY COUNTY COUNTY, Public,9,12,
192640001505,192640001505, EAST MIDDLE SCHOOL, 5401 LORRAINE AVE, SIOUX CITY, IA,51106, (712) 274-4030,WOODBURY COUNTY COUNTY, Public,6,8,
192640001515,192640001515, JOY ELEMENTARY SCHOOL, 3409 INDIANA AVE, SIOUX CITY, IA,51106, (712) 274-4039,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001518,192640001518, LONGFELLOW ELEMENTARY SCHOOL, 1800 SIOUX TRAIL, SIOUX CITY, IA,51106, (712) 274-4043,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001521,192640001521, NODLAND ELEMENTARY SCHOOL, 5000 MAYHEW AVE, SIOUX CITY, IA,51106, (712) 274-4044,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001530,192640001530, SUNNYSIDE ELEMENTARY SCHOOL, 2700 S MAPLE ST, SIOUX CITY, IA,51106, (712) 274-4047,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001531,192640001531, WASHINGTON ELEMENTARY SCHOOL, 2550 S MARTHA ST, SIOUX CITY, IA,51106, (712) 274-4048,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001535,192640001535, WHITTIER ELEMENTARY SCHOOL, 4820 4TH AVE, SIOUX CITY, IA,51106, (712) 274-4050,WOODBURY COUNTY COUNTY, Public, PK,5,
458638,00458638, MATER DEI SCHOOL, 3719 RIDGE AVE, SIOUX CITY, IA,51106, (712) 276-6216,WOODBURY COUNTY, Private, PK,5,
A9701554,A9701554, MATER DEI SCHOOL NATIVITY CENTER, 4243 NATALIA WAY, SIOUX CITY, IA,51106, (712) 274-0268,WOODBURY COUNTY, Private,6,8,
459799,00459799, SIOUXLAND COMMUNITY CHRISTIAN SCHOOL, 6100 MORNINGSIDE AVE, SIOUX CITY, IA,51106, (712) 276-4732,WOODBURY COUNTY, Private, PK,6,
192640001934,192640001934, LEEDS ELEMENTARY SCHOOL, 3919 JEFFERSON ST, SIOUX CITY, IA,51108, (712) 239-7034,WOODBURY COUNTY COUNTY, Public, PK,5,
192640001287,192640001287, NORTH MIDDLE SCHOOL, 2101 OUTER DR N, SIOUX CITY, IA,51108, (712) 279-6804,WOODBURY COUNTY COUNTY, Public,6,8,
458693,00458693, HOLY CROSS SCHOOL-ST MICHAEL CENTER, 4105 HARRISON ST, SIOUX CITY, IA,51108, (712) 239-1090,WOODBURY COUNTY, Private, KG,2,
192640001526,192640001526, RIVERSIDE ELEMENTARY SCHOOL, 2303 RIVERSIDE BLVD, SIOUX CITY, IA,51109, (712) 279-6811,WOODBURY COUNTY COUNTY, Public, PK,5,
192598001473,192598001473, EAST ELEMENTARY SCHOOL, 501 NORMAL COLLEGE AVE, SHELDON, IA,51201, (712) 324-4337,O'BRIEN COUNTY COUNTY, Public, PK,4,
192598001474,192598001474, SHELDON HIGH SCHOOL, 1700 EAST FOURTH STREET, SHELDON, IA,51201, (712) 324-2501,O'BRIEN COUNTY COUNTY, Public,9,12,
192598001475,192598001475, SHELDON MIDDLE SCHOOL, 310 23RD AVENUE, SHELDON, IA,51201, (712) 324-4346,O'BRIEN COUNTY COUNTY, Public,5,8,
459573,00459573, SHELDON CHRISTIAN SCHOOL, 1425 E 9TH ST, SHELDON, IA,51201, (712) 324-2429,O'BRIEN COUNTY, Private, PK,8,
190519000166,190519000166, BOYDEN ELEMENTARY SCHOOL, PO BOX  129, BOYDEN, IA,51234, (712) 725-2381,SIOUX COUNTY COUNTY, Public, KG,6,
459289,00459289, DOON CHRISTIAN SCHOOL, 612 RICE AVE, DOON, IA,51235, (712) 726-3404,LYON COUNTY, Private, KG,8,
A9701556,A9701556, NORTHWEST IOWA PROTESTANT REFORMED SCHOOL, PO BOX 69, DOON, IA,51235, (712) 726-3200,LYON COUNTY, Private,1,8,
191248000757,191248000757, GEORGE ELEMENTARY SCHOOL, BOX 6, GEORGE, IA,51237, (712) 475-3675,LYON COUNTY COUNTY, Public, PK,4,
191248000758,191248000758, GEORGE-LITTLE ROCK SENIOR HIGH SCHOOL, BOX 6, GEORGE, IA,51237, (712) 475-3311,LYON COUNTY COUNTY, Public,9,12,
191884001114,191884001114, HOSPERS ELEMENTARY SCHOOL, 201 4TH AVE S, HOSPERS, IA,51238, (712) 752-8480,SIOUX COUNTY COUNTY, Public, PK,5,
190519000167,190519000167, BOYDEN-HULL HIGH SCHOOL, PO BOX  678, HULL, IA,51239, (712) 439-2440,SIOUX COUNTY COUNTY, Public,7,12,
459551,00459551, HULL CHRISTIAN SCHOOL, PO BOX 550, HULL, IA,51239, (712) 439-2273,SIOUX COUNTY, Private, PK,8,
459777,00459777, HULL PROTESTANT REFORMED CHRISTIAN SCHOOL, 218 2ND ST, HULL, IA,51239, (712) 439-2490,SIOUX COUNTY, Private, KG,8,
459529,00459529, WESTERN CHRISTIAN HIGH SCHOOL, PO BOX 658, HULL, IA,51239, (712) 439-1013,SIOUX COUNTY, Private,9,12,
193102001806,193102001806, WEST LYON ELEMENTARY SCHOOL, 1787 182ND STREET, INWOOD, IA,51240, (712) 753-4917,LYON COUNTY COUNTY, Public, PK,6,
193102001807,193102001807, WEST LYON HIGH SCHOOL, 1787 182ND STREET, INWOOD, IA,51240, (712) 753-4917,LYON COUNTY COUNTY, Public,9,12,
193102001808,193102001808, WEST LYON JUNIOR HIGH SCHOOL, 1787 182ND STREET, INWOOD, IA,51240, (712) 753-4917,LYON COUNTY COUNTY, Public,7,8,
459471,00459471, INWOOD CHRISTIAN SCHOOL, PO BOX C, INWOOD, IA,51240, (712) 753-4541,LYON COUNTY, Private, PK,8,
191248001011,191248001011, GEORGE-LITTLE ROCK MIDDLE SCHOOL, BOX 247, LITTLE ROCK, IA,51243, (712) 479-2771,LYON COUNTY COUNTY, Public,6,8,
191248001010,191248001010, LITTLE ROCK ELEMENTARY SCHOOL, BOX 247, LITTLE ROCK, IA,51243, (712) 479-2771,LYON COUNTY COUNTY, Public, PK,5,
190002600618,190002600618, SOUTH O'BRIEN ELEM SCH PRIMGHAR CENTER, PO BOX P, PRIMGHAR, IA,51245, (712) 957-3755,O'BRIEN COUNTY COUNTY, Public, PK,6,
190696000306,190696000306, CENTRAL LYON ELEMENTARY SCHOOL, PO BOX  471, ROCK RAPIDS, IA,51246, (712) 472-4041,LYON COUNTY COUNTY, Public, PK,5,
190696000307,190696000307, CENTRAL LYON MIDDLE SCHOOL, PO BOX  471, ROCK RAPIDS, IA,51246, (712) 472-4041,LYON COUNTY COUNTY, Public,6,8,
190696000308,190696000308, CENTRAL LYON SENIOR HIGH SCHOOL, PO BOX  471, ROCK RAPIDS, IA,51246, (712) 472-4051,LYON COUNTY COUNTY, Public,9,12,
192466001414,192466001414, ROCK VALLEY ELEMENTARY SCHOOL, 1712 20TH AVENUE, ROCK VALLEY, IA,51247, (712) 476-2769,SIOUX COUNTY COUNTY, Public, PK,5,
192466001415,192466001415, ROCK VALLEY JR-SR HIGH SCHOOL, 1712 20TH AVE, ROCK VALLEY, IA,51247, (712) 476-2701,SIOUX COUNTY COUNTY, Public,6,12,
2027971,02027971, NETHERLANDS REFORMED CHRISTIAN SCHOOL, 712 20TH AVE SE, ROCK VALLEY, IA,51247, (712) 476-2821,SIOUX COUNTY, Private, PK,12,
459449,00459449, ROCK VALLEY CHRISTIAN SCHOOL, 1405 17TH ST, ROCK VALLEY, IA,51247, (712) 476-2615,SIOUX COUNTY, Private, PK,8,
191366002065,191366002065, HARTLEY-MELVIN-SANBORN MIDDLE SCHOOL, P.O. BOX 557, SANBORN, IA,51248, (712) 930-3281,O'BRIEN COUNTY COUNTY, Public,5,8,
459438,00459438, SANBORN CHRISTIAN SCHOOL, 405 W 2ND ST, SANBORN, IA,51248, (712) 729-3288,O'BRIEN COUNTY, Private, PK,8,
190001501486,190001501486, SIBLEY OCHEYEDAN ELEMENTARY SCHOOL, 416 9TH AVE, SIBLEY, IA,51249, (712) 754-3636,OSCEOLA COUNTY COUNTY, Public, PK,4,
190001501487,190001501487, SIBLEY-OCHEYEDAN HIGH SCHOOL, 120 11TH AVE NE, SIBLEY, IA,51249, (712) 754-3601,OSCEOLA COUNTY COUNTY, Public,9,12,
190001501485,190001501485, SIBLEY-OCHEYEDAN MIDDLE SCHOOL, 120 11TH AVE NE, SIBLEY, IA,51249, (712) 754-2542,OSCEOLA COUNTY COUNTY, Public,5,8,
192637001495,192637001495, KINSEY ELEMENTARY SCHOOL, 550 9TH ST NE, SIOUX CENTER, IA,51250, (712) 722-1541,SIOUX COUNTY COUNTY, Public, PK,4,
192637001496,192637001496, SIOUX CENTER HIGH SCHOOL, 550 9TH ST NE, SIOUX CENTER, IA,51250, (712) 722-2981,SIOUX COUNTY COUNTY, Public,9,12,
192637001497,192637001497, SIOUX CENTER MIDDLE SCHOOL, 550 9TH ST NE, SIOUX CENTER, IA,51250, (712) 722-3783,SIOUX COUNTY COUNTY, Public,5,8,
459507,00459507, SIOUX CENTER CHRISTIAN SCHOOL, PO BOX 165, SIOUX CENTER, IA,51250, (712) 722-3538,SIOUX COUNTY, Private, KG,8,
192691001577,192691001577, FAIRVIEW PARK ELEMENTARY SCHOOL, PO BOX  200, SPENCER, IA,51301, (712) 262-4842,CLAY COUNTY COUNTY, Public, KG,6,
192691001579,192691001579, JOHNSON ELEMENTARY, 724 W. 9TH ST., SPENCER, IA,51301, (712) 262-2710,CLAY COUNTY COUNTY, Public, PK,6,
192691001580,192691001580, LINCOLN ELEMENTARY SCHOOL, P.O. BOX 200, SPENCER, IA,51301, (712) 262-3752,CLAY COUNTY COUNTY, Public, KG,6,
192691001582,192691001582, SPENCER HIGH SCHOOL, PO BOX  200, SPENCER, IA,51301, (712) 262-1700,CLAY COUNTY COUNTY, Public,9,12,
192691001583,192691001583, SPENCER MIDDLE SCHOOL, P.O. BOX 200, SPENCER, IA,51301, (712) 262-3345,CLAY COUNTY COUNTY, Public,7,8,
A0103471,A0103471, IOWA GREAT LAKES LUTHERAN SCHOOL, 500 4TH AVE SW, SPENCER, IA,51301, (712) 262-8237,CLAY COUNTY, Private, KG,6,
458718,00458718, SACRED HEART SCHOOL, PO BOX 817, SPENCER, IA,51301, (712) 262-6428,CLAY COUNTY, Private, PK,6,
191107000684,191107000684, DEMONEY ELEMENTARY SCHOOL, 109 S 17TH, ESTHERVILLE, IA,51334, (712) 362-2181,EMMET COUNTY COUNTY, Public, PK,2,
191107000685,191107000685, ESTHERVILLE LINCOLN CENTRAL HIGH SCHOOL, 1520 CENTRAL AVE, ESTHERVILLE, IA,51334, (712) 362-2659,EMMET COUNTY COUNTY, Public,9,12,
191107000686,191107000686, ESTHERVILLE LINCOLN CENTRAL MIDDLE SCHOOL, 1430 1ST AVE. S., ESTHERVILLE, IA,51334, (712) 362-2335,EMMET COUNTY COUNTY, Public,5,8,
191107002104,191107002104, ROOSEVELT ELEMENTARY, 315 N 6TH STREET, ESTHERVILLE, IA,51334, (712) 362-2335,EMMET COUNTY COUNTY, Public,3,4,
190747000690,190747000690, CLAY CENTRAL-EVERLY HIGH SCHOOL, PO BOX  110, EVERLY, IA,51338, (712) 834-2227,CLAY COUNTY COUNTY, Public,9,12,
191281000775,191281000775, GRAETTINGER-TERRIL ELEM SCHOOL, PO BOX  58, GRAETTINGER, IA,51342, (712) 859-3286,PALO ALTO COUNTY COUNTY, Public, PK,2,
191281000776,191281000776, GRAETTINGER-TERRIL HIGH SCHOOL, PO BOX  58, GRAETTINGER, IA,51342, (712) 859-3286,PALO ALTO COUNTY COUNTY, Public,9,12,
191366001962,191366001962, HARTLEY-MELVIN-SANBORN ELEMENTARY SCHOOL, 240 1ST ST SE, HARTLEY, IA,51346, (712) 928-2020,O'BRIEN COUNTY COUNTY, Public, PK,4,
191366001963,191366001963, HARTLEY-MELVIN-SANBORN HIGH SCHOOL, PO BOX  206, HARTLEY, IA,51346, (712) 928-3406,O'BRIEN COUNTY COUNTY, Public,9,12,
191614000966,191614000966, HARRIS-LAKE PARK ELEMENTARY SCHOOL, BOX 277, LAKE PARK, IA,51347, (712) 832-3437,DICKINSON COUNTY COUNTY, Public, PK,5,
