190309000006, ADAIR-CASEY ELEMENTARY SCHOOL, 3384 INDIGO AVE., ADAIR, IA 50002, (641) 746-2242, Î¾Î¾-Î¾Î¾GUTHRIE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
A0105253, ST VINCENT DE PAUL SCHOOL, 9050 93RD AVE N, BROOKLYN PARK, MN 55445, (763) 425-3970, ŒæŒæ-ŒæŒæHENNEPIN COUNTY, Private, KG,8,,,,,,,,,,,,,,,,,,,
274216003520, IS THE ALTERNATIVE PROGRAM (TAP), 4955 PE, ONY LANE, PLYMOUTH, MN 55446, (763) 745-6608ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public,10,12,,,,,,,,,,,,,,,,,,,
274216002307, KIMBERLY LANE ELEMENTARY, 17405 OLD ROCKFORD ROAD, PLYMOUTH, MN 55446, (763) 745-5600, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
274216002247, PLYMOUTH CREEK ELEMENTARY, 16005 41ST AVENUE N, PLYMOUTH, MN 55446, (763) 745-5800, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
274216003521, THE ALTERNATIVE PROGRAM (TAP), 4955 PE, ONY LANE, PLYMOUTH, MN 55446, (763) 745-6608ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
274216001765, WAYZATA HIGH, 4955 PEONY LANE NORTH, PLYMOUTH, MN 55446, (763) 745-6610, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
A0304082, PROVIDENCE ACADEMY, 15100 SCHMIDT LAKE RD, PLYMOUTH, MN 55446, (763) 258-2500, ŒæŒæ-ŒæŒæHENNEPIN COUNTY, Private, PK,12,,,,,,,,,,,,,,,,,,,
274216001759, BIRCHVIEW ELEMENTARY, 425 RANCHVIEW LANE N, PLYMOUTH, MN 55447, (763) 745-5300, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
274216003740, CENTRAL MIDDLE ALTERNATIVE (CMAP), 305 VI, CKSBURG LANE, PLYMOUTH, MN 55447, (763) 745-6170ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
274216003898, EARLY CHILDHOOD SPECIAL EDUCATION, 305 VICKSBURG LANE, PLYMOUTH, MN 55447, (763) 745-5044, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, PK,PK,,,,,,,,,,,,,,,,,,,
274216002248, GLEASON LAKE ELEMENTARY, 310 COUNTY ROAD 101 N, PLYMOUTH, MN 55447, (763) 745-5400, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
274216001760, GREENWOOD ELEMENTARY, 18005 MEDINA ROAD, PLYMOUTH, MN 55447, (763) 745-5500, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
274216001761, OAKWOOD ELEMENTARY, 17340 COUNTY ROAD 6, PLYMOUTH, MN 55447, (763) 745-5700, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
274216002654, WAYZATA CENTRAL MIDDLE, 305 VICKSBURG LANE N, PLYMOUTH, MN 55447, (763) 745-6000, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
A9502473, CHILDREN'S WORKSHOP, 3021 HARBOR LN N STE 110, PLYMOUTH, MN 55447, (763) 577-4244, ŒæŒæ-ŒæŒæHENNEPIN COUNTY, Private, PK,KG,,,,,,,,,,,,,,,,,,,
2039364, WEST LUTHERAN HIGH SCHOOL, 3350 HARBOR LN N, PLYMOUTH, MN 55447, (763) 509-9378, ŒæŒæ-ŒæŒæHENNEPIN COUNTY, Private,9,12,,,,,,,,,,,,,,,,,,,
270318003665, COMPASS ON-LINE, 1374 NORTHDALE BLVD, COON RAPIDS, MN 55448, (763) 506-1900, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
270318002974, COMPASS-NORTHDALE CENTER, 1374 NORTHDALE BLVD, COON RAPIDS, MN 55448, (763) 506-1900, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public,6,9,,,,,,,,,,,,,,,,,,,
270318000103, EISENHOWER ELEMENTARY, 151 NORTHDALE BLVD, COON RAPIDS, MN 55448, (763) 506-2300, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
270318004269, NEW CONNECTIONS - COMPASS, 199 COON RAPIDS BLVD. NW, SUIT, COON RAPIDS, MN 55448, (763) 784-2454, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,
270318000119, NORTHDALE MIDDLE, 11301 DOGWOOD STREET NW, COON RAPIDS, MN 55448, (763) 506-5400, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
270318000005, RIVER TRAIL LEARNING CTR @ LO JACOB, 1700 COON RAPIDS BLVD, COON RAPIDS, MN 55448, (763) 506-3200, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
270318000123, SAND CREEK ELEMENTARY, 12156 OLIVE STREET NW, COON RAPIDS, MN 55448, (763) 506-4300, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
270318002504, ALEXANDRIA HOUSE WOMENS SHELTER, BOX 49039, BLAINE, MN 55449, (763) 780-2332, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
273333004284, AVANTI, 10300 FLANDERS STREET NE, BLAINE, MN 55449, (763) 230-7470, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
273333001461, NORTHPOINT ELEMENTARY, 2350 124TH COURT, BLAINE, MN 55449, (763) 754-9700, ŒæŒæ-ŒæŒæANOKA COUNTY COUNTY, Public, KG,3,,,,,,,,,,,,,,,,,,,
270002702340, CEDAR RIVERSIDE COMMUNITY SCHOOL, 1610 S 6TH STREET     SUITE 10, MINNEAPOLIS, MN 55454, (612) 339-5767, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, KG,8,,,,,,,,,,,,,,,,,,,
272124001935, MPS METRO HA, 2450 RIVERSIDE AVENUE, MINNEAPOLIS, MN 55454, (612) 668-5470, ŒæŒæ-ŒæŒæHENNEPIN COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
271311002511, COOK COUNTY ALTERNATIVE, 101 W 5TH STREET, GRAND MARAIS, MN 55604, (218) 387-2273, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
271311002635, COOK COUNTY MIDDLE, 101 W 5TH STREET, GRAND MARAIS, MN 55604, (218) 387-2273, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
271311000656, COOK COUNTY SENIOR HIGH, 101 W 5TH STREET, GRAND MARAIS, MN 55604, (218) 387-2273, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
271311004413, GRAND MARAIS COMMUNITY, 101 W 5TH ST, GRAND MARAIS, MN 55604, (218) 387-2271, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
270033904177, GREAT EXPECTATIONS, BOX 310, GRAND MARAIS, MN 55604, (218) 387-9322, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public, KG,8,,,,,,,,,,,,,,,,,,,
271311000658, SAWTOOTH MOUNTAIN ELEMENTARY, 101 W 5TH STREET, GRAND MARAIS, MN 55604, (218) 387-1273, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
270032104293, OSHKI OGIMAAG CHARTER SCHOOL, P.O. BOX 320, GRAND PORTAGE, MN 55605, (218) 475-2112, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public, KG,6,,,,,,,,,,,,,,,,,,,
274074001697, KELLEY SECONDARY, 137 BANKS BOULEVARD, SILVER BAY, MN 55614, (218) 226-4437, ŒæŒæ-ŒæŒæLAKE COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
274074001698, WILLIAM KELLEY ELEMENTARY, 135 BANKS BOULEVARD, SILVER BAY, MN 55614, (218) 226-4437, ŒæŒæ-ŒæŒæLAKE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
270025503313, BIRCH GROVE COMMUNITY SCHOOL, P.O. BOX 2242, TOFTE, MN 55615, (218) 663-0170, ŒæŒæ-ŒæŒæCOOK COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
274074001699, MINNEHAHA ELEMENTARY, 421 7TH STREET, TWO HARBORS, MN 55616, (218) 834-8221, ŒæŒæ-ŒæŒæLAKE COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
274074002528, S.O.L.O. ALTERNATIVE PROGRAM, 421 SEVENTH STREET, TWO HARBORS, MN 55616, (218) 834-2807, ŒæŒæ-ŒæŒæLAKE COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
274074001701, TWO HARBORS SECONDARY, 1640 HIGHWAY 2 ~ SUITE 100, TWO HARBORS, MN 55616, (218) 834-8201, ŒæŒæ-ŒæŒæLAKE COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
279145002323, MESABI EAST ELEMENTARY, 601 N 1ST STREET  W, AURORA, MN 55705, (218) 229-3321, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
279145002326, MESABI EAST SECONDARY, 601 N  1ST STREET  W, AURORA, MN 55705, (218) 229-3321, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270000800158, BABBITT ELEMENTARY, 30 SOUTH DRIVE, BABBITT, MN 55706, (218) 827-3101, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
270000800159, BABBITT SECONDARY, 30 SOUTH DRIVE, BABBITT, MN 55706, (218) 827-3101, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270369000171, BARNUM ELEMENTARY, 3813 NORTH STREET, BARNUM, MN 55707, (218) 389-6976, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
270369000172, BARNUM SECONDARY, 3675 COUNTY ROAD 140, BARNUM, MN 55707, (218) 389-3273, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270948002785, CONNOR-JASPER MIDDLE, P.O. BOX 40, BOVEY, MN 55709, (218) 245-2661, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,4,8,,,,,,,,,,,,,,,,,,,
272295002828, LAURENTIAN ENVIRONMENTAL CENTER, 8950 PEPPARD ROAD, BRITT, MN 55710, (888) 749-1288, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270000103165, MESABI ACADEMY SCHOOL, PO BOX 686, BUHL, MN 55713, (218) 258-2388, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,5,12,,,,,,,,,,,,,,,,,,,
270759000327, CARLTON SECONDARY, BOX 310, CARLTON, MN 55718, (218) 384-4226, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
270759003605, MASH-KA-WISEN, P.O. BOX 310, CARLTON, MN 55718, (218) 384-4225, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270759000328, SOUTH TERRACE ELEMENTARY, BOX 620, CARLTON, MN 55718, (218) 384-4728, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
270891000356, CHISHOLM ELEMENTARY, 300 SW 3RD AVENUE, CHISHOLM, MN 55719, (218) 254-5726, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,4,6,,,,,,,,,,,,,,,,,,,
270891000357, CHISHOLM SECONDARY, 301 4TH STREET SW, CHISHOLM, MN 55719, (218) 254-5726, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270891000360, VAUGHAN ELEMENTARY, 1000 NE 1ST AVENUE, CHISHOLM, MN 55719, (218) 254-5726, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,3,,,,,,,,,,,,,,,,,,,
270942003654, CAAEP ELEMENTARY, 302 14TH STREET, CLOQUET, MN 55720, (218) 879-0115, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, KG,7,,,,,,,,,,,,,,,,,,,
270942003690, CAAEP EXTENDED DAY PROGRAM, 302 14TH STREET, CLOQUET, MN 55720, (218) 879-0115, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
270942003661, CAAEP SETTING 4, 302 14TH STREET, CLOQUET, MN 55720, (218) 879-0115, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270942000380, CHURCHILL ELEMENTARY, 515 GRANITE STREET, CLOQUET, MN 55720, (218) 879-3308, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, KG,5,,,,,,,,,,,,,,,,,,,
270942002236, CLOQUET AREA ALT. ED. PROGRAMS, 302 14TH STREET, CLOQUET, MN 55720, (218) 879-0115, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270942003063, CLOQUET EARLY CHILDHOOD EDUCATION, 509 CARLTON AVENUE, CLOQUET, MN 55720, (218) 879-1261, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, PK,PK,,,,,,,,,,,,,,,,,,,
270942000381, CLOQUET MIDDLE, 509 CARLTON AVENUE, CLOQUET, MN 55720, (218) 879-3328, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
270942000382, CLOQUET SENIOR, 1000 18TH STREET, CLOQUET, MN 55720, (218) 879-3393, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,8,12,,,,,,,,,,,,,,,,,,,
590013500085, FOND DU LAC OJIBWE SCHOOL, 49 UNIVERSITY ROAD, CLOQUET, MN 55720, (218) 878-7547, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
270003202345, N. CARLTON COOP. VOC., 1000 18TH ST., CLOQUET, MN 55720, (218) 879-3393, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270942003064, SHARED TIME, 509 CARLTON AVENUE, CLOQUET, MN 55720, (218) 879-1261, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,3,3,,,,,,,,,,,,,,,,,,,
270942000384, WASHINGTON ELEMENTARY, 801 12TH STREET, CLOQUET, MN 55720, (218) 879-3369, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
1652893, CLOQUET CHRISTIAN ACADEMY, 1705 WILSON AVE, CLOQUET, MN 55720, (218) 879-2536, ŒæŒæ-ŒæŒæCARLTON COUNTY, Private, KG,12,,,,,,,,,,,,,,,,,,,
701662, QUEEN OF PEACE SCHOOL, 102 4TH ST, CLOQUET, MN 55720, (218) 879-8516, ŒæŒæ-ŒæŒæCARLTON COUNTY, Private, PK,5,,,,,,,,,,,,,,,,,,,
271317000661, COHASSET ELEMENTARY, 450 COLUMBUS AVENUE, COHASSET, MN 55721, (218) 327-5860, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
270948002786, GREENWAY SENIOR HIGH, P.O. BOX 520, COLERAINE, MN 55722, (218) 245-1287, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
270012102611, NORTHERN LAKES SPECIAL ED. COOP., BOX 171, COLERAINE, MN 55722, (218) 245-3110, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
270948000394, VANDYKE ELEMENTARY, P.O. BOX 570, COLERAINE, MN 55722, (218) 245-2510, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, PK,3,,,,,,,,,,,,,,,,,,,
270000801515, COOK ELEMENTARY, 306 E VERMILION BLVD, COOK, MN 55723, (218) 666-5221, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
270000801516, COOK SECONDARY, 306 E VERMILION BLVD, COOK, MN 55723, (218) 666-5221, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
271317000931, THISTLEDEW, 62741 COUNTY ROAD 551, TOGO, MN 55723, (218) 376-4488, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
271317002656, WILDERNESS ENDEAVORS PROGRAM, 62741 COUNTY ROAD 551, TOGO, MN 55723, (218) 376-4411, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
270000801517, COTTON ELEMENTARY, BOX 187, COTTON, MN 55724, (218) 482-3232, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
270000801518, COTTON SECONDARY, BOX 187, COTTON, MN 55724, (218) 482-3232, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270969000410, CROMWELL-WRIGHT ELEMENTARY, BOX 7, CROMWELL, MN 55726, (218) 644-3716, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
270969000409, CROMWELL-WRIGHT SECONDARY, BOX 7, CROMWELL, MN 55726, (218) 644-3716, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
271152000530, MEMORIAL SECONDARY, 600 E HARVEY STREET, ELY, MN 55731, (218) 365-6166, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
271152000529, WASHINGTON ELEMENTARY, 600 E HARVEY STREET, ELY, MN 55731, (218) 365-6166, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
273888001681, LINCOLN SECONDARY, PO BOX 10  2 HWY 61 E, ESKO, MN 55733, (218) 879-4673, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
273888001683, WINTERQUIST ELEMENTARY, PO BOX 10  2 HWY 61 E, ESKO, MN 55733, (218) 879-3361, ŒæŒæ-ŒæŒæCARLTON COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
270029103722, EAST RANGE ACADEMY OF TECH&SCIENCE2000,  SIEGEL BLVD., EVELETH, MN 55734, (218) 744-7965, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
270003402348, EAST RANGE SEC. TECHNICAL CENTER, 411 5TH AVENUE S, EVELETH, MN 55734, (218) 744-7701, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
270002100628, EVELETH-GILBERT JUNIOR HIGH, 801 JONES STREET, EVELETH, MN 55734, (218) 744-7774, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,8,,,,,,,,,,,,,,,,,,,
270002100539, EVELETH-GILBERT SENIOR HIGH, 801 JONES STREET, EVELETH, MN 55734, (218) 744-7707, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
270002100540, FRANKLIN ELEMENTARY, 801 JONES STREET, EVELETH, MN 55734, (218) 744-7710, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,5,,,,,,,,,,,,,,,,,,,
270002100629, NELLE SHEAN ELEMENTARY, 801 JONES STREET, EVELETH, MN 55734, (218) 744-7774, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, KG,6,,,,,,,,,,,,,,,,,,,
271108500157, EAST CENTRAL ELEMENTARY, 61085 STATE HIGHWAY 23, FINLAYSON, MN 55735, (320) 245-2289, ŒæŒæ-ŒæŒæPINE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
271108500178, EAST CENTRAL MIDDLE SECONDARY, 61085 STATE HIGHWAY 23, FINLAYSON, MN 55735, (320) 245-2216, ŒæŒæ-ŒæŒæPINE COUNTY COUNTY, Public,6,8,,,,,,,,,,,,,,,,,,,
271108500189, EAST CENTRAL SENIOR SECONDARY, 61085 STATE HIGHWAY 23, FINLAYSON, MN 55735, (320) 245-2216, ŒæŒæ-ŒæŒæPINE COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
271407000585, FINLAYSON ELEMENTARY, 2159 HIGHWAY 18, FINLAYSON, MN 55735, (320) 233-7611, ŒæŒæ-ŒæŒæPINE COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
271221000588, FLOODWOOD ELEMENTARY, P.O. BOX 287, FLOODWOOD, MN 55736, (218) 476-2285, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,6,,,,,,,,,,,,,,,,,,,
271221000589, FLOODWOOD SECONDARY, P. O. BOX 287, FLOODWOOD, MN 55736, (218) 476-2285, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
271317000662, FOREST LAKE ELEMENTARY, 715 NW 7TH AVENUE, GRAND RAPIDS, MN 55744, (218) 327-5870, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
271317002332, GRAND RAPIDS AREA LEARNING CENTER, 1851 E HIGHWAY 169, GRAND RAPIDS, MN 55744, (218) 327-4346, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,8,12,,,,,,,,,,,,,,,,,,,
271317000874, GRAND RAPIDS EARLY CHILDHOOD CENTER, 1217 SE 2ND AVENUE, GRAND RAPIDS, MN 55744, (218) 327-5772, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, PK,PK,,,,,,,,,,,,,,,,,,,
271317000935, GRAND RAPIDS SENIOR HIGH, 800 CONIFER DRIVE NW, GRAND RAPIDS, MN 55744, (218) 327-5760, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,8,12,,,,,,,,,,,,,,,,,,,
270031204301, INFINITY:MINNESOTA  DIGITAL ACADEMY, 1851 E US HIGHWAY 169, GRAND RAPIDS, MN 55744, (800) 624-4072, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
271317003073, ITASKIN EDUCATION CENTER, 820 NW 1ST AVENUE, GRAND RAPIDS, MN 55744, (218) 322-4129, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, KG,12,,,,,,,,,,,,,,,,,,,
271317000940, MIDDLE AREA LEARNING CENTER, 1000 NE 8TH AVENUE, GRAND RAPIDS, MN 55744, (218) 327-5800, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
271317000907, MURPHY ELEMENTARY, 822 NE 5TH AVENUE, GRAND RAPIDS, MN 55744, (218) 327-5880, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
271317002655, NORTHLAND EDUCATIONAL CENTER, 820 NW 1ST AVENUE, GRAND RAPIDS, MN 55744, (218) 327-2570, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
271317000939, ROBERT J. ELKINGTON MIDDLE SCHOOL, 1000 NE 8TH AVENUE, GRAND RAPIDS, MN 55744, (218) 327-5800, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,5,8,,,,,,,,,,,,,,,,,,,
271317000915, SOUTHWEST ELEMENTARY, 601 SW 7TH STREET, GRAND RAPIDS, MN 55744, (218) 327-5890, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public, KG,4,,,,,,,,,,,,,,,,,,,
271317000929, SUCCESS PROGRAM, 820 NW 1ST AVENUE, GRAND RAPIDS, MN 55744, (218) 327-5802, ŒæŒæ-ŒæŒæITASCA COUNTY COUNTY, Public,6,12,,,,,,,,,,,,,,,,,,,
A9103685, LIFE CHRISTIAN ACADEMY, 707 NW 17TH AVE, GRAND RAPIDS, MN 55744, (218) 326-4073, ŒæŒæ-ŒæŒæITASCA COUNTY, Private,4,10,,,,,,,,,,,,,,,,,,,
701582, ST JOSEPH ELEMENTARY SCHOOL, 614 NW 2ND AVE, GRAND RAPIDS, MN 55744, (218) 326-6232, ŒæŒæ-ŒæŒæITASCA COUNTY, Private, PK,6,,,,,,,,,,,,,,,,,,,
271398001520, GREENHAVEN ELEMENTARY, 323 E 37TH STREET, HIBBING, MN 55746, (218) 263-8322, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, PK,2,,,,,,,,,,,,,,,,,,,
271398001539, HIBBING HIGH, 800 E 21ST STREET, HIBBING, MN 55746, (218) 262-0490, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,7,12,,,,,,,,,,,,,,,,,,,
271398001529, LINCOLN ELEMENTARY, 1114 E 23RD STREET, HIBBING, MN 55746, (218) 262-1089, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,3,6,,,,,,,,,,,,,,,,,,,
271398001547, MESABI AREA LEARNING CENTER, 800 E 21ST STREET, HIBBING, MN 55746, (218) 262-0490, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public,9,12,,,,,,,,,,,,,,,,,,,
271398001528, WASHINGTON ELEMENTARY, 2100 12TH AVENUE E, HIBBING, MN 55746, (218) 263-8393, ŒæŒæ-ŒæŒæST. LOUIS COUNTY COUNTY, Public, KG,2,,,,,,,,,,,,,,,,,,,
A0701357, ASSUMPTION SCHOOL, 2310 7TH AVE E, HIBBING, MN 55746, (218) 263-3054, ŒæŒæ-ŒæŒæST. LOUIS COUNTY, Private, PK,6,,,,,,,,,,,,,,,,,,,
